paste.Cells..round.CC_Dif_pValues..4..	X20110316_mir.1_L3	X20110316_mir.1_L2	X20110203_RW10890_pal.1_L4	X20110125_RW10890_pal.1_L3	X20110125_RW10890_pal.1_L4	X20101213_RW10889_pal.1_L2	X20101213_RW10889_pal.1_L3	X20110209_UP2051_mls.2_L1	X20110209_UP2051_mls.2_L2	X20110209_UP2051_mls.2_L3	X20110225_NX68_L3	X20110408_RW10425_pha.4_L2	X20110927_RW11144_L4	X20110929_ceh.43_L1	X20110726_RW10713_L1	X20110731_RW10434_L1	X20111116_RW10226_L4	X20110916_ceh.36_L1	X20120426_JIM122_L2	X20120612_JIM127_L4	X20120331_RW10871_L4	X20120807_mir.57_L4	X20230224_RW10265_tbx.8_die.1_L4	X20230224_RW10265_tbx.8_die.1_L3	X20230224_RW10265_tbx.8_die.1_L1	X20230223_JIM188_tbx.9_die.1_L4	X20230222_JIM188_tbx.9_die.1_L1
ABprppaapp 0.0011	0	-5	2	3	-3	-4	4	1	9	4	-6	-3	-2	3	6	-5	1	3	-2	2	-5	-4	15	11	15	6	15
ABprppaappa NA																											
ABprppaappp NA																											
ABprppap 0.0092	2	4	0	-1	-1	-1	0	1	-1	0	-1	1	0	-2	1	0	0	-1	0	-2	0	1	-4	-1	-3	-2	-5
ABprppapa 0.7572	1	0	-4	-2	-2	2	-1	1	-1	0	3	3	0	-2	2	-2	-1	0	3	-1	1	2	-3	-2	3	1	-2
ABprppapaa 0.0201	-2	-3	-3	-4	-3	5	0	-1	1	-3	-1	1	2	0	2	-2	1	1	2	4	1	1	15	5	9	8	2
ABprppapaaa NA																											
ABprppapaaaa NA																											
ABprppapaaap NA																											
ABprppapaap NA																											
ABprppapap 0.0726	4	3	-8	-2	-3	-5	-9	-1	3	-6	1	-2	7	17	-1	-1	4	-2	2	-4	8	-7	14	5	3	7	0
ABprppapapa NA																											
ABprppapapp NA																											
ABprppapp 0.2061	-5	-2	-2	1	-3	5	-1	1	0	0	3	1	-1	-1	2	2	-1	1	-2	1	-2	2	-4	-2	2	-2	-2
ABprppappa 0.0184	3	2	0	-3	0	-2	-5	3	1	-5	-1	-2	6	9	-4	-5	-1	3	-1	0	4	-2	16	10	14	16	0
ABprppappaa NA																											
ABprppappap NA																											
ABprppappp 0.0129	-1	-1	0	3	3	-3	1	-5	-2	2	-3	1	2	15	4	-6	-2	1	-3	-4	-1	-2	7	17	19	11	4
ABprppapppa NA																											
ABprppapppp NA																											
ABprppp 0.001	1	1	-3	-2	0	0	1	0	0	1	1	1	1	0	0	0	-1	1	-1	-2	0	0	-4	-2	-5	-4	-2
ABprpppa 0.0143	0	0	0	0	-2	0	0	2	0	-2	0	-1	1	-2	0	1	0	2	0	-1	0	2	-3	-1	-5	-5	-3
ABprpppaa 0.1432	0	-1	-2	-2	-1	-2	0	-2	0	-2	1	2	1	4	0	0	1	1	2	0	1	0	-8	1	0	-4	-2
ABprpppaaa 0.0252	-4	-1	3	2	-2	-2	3	3	-2	-3	-5	-3	7	5	-1	5		3	0	-3	-4	-2	13	2	8	14	3
ABprpppaaaa NA																											
ABprpppaaap NA																											
ABprpppaap 0.0206	0	1	-1	5	-3	3	2	5	-2	-3	-10	0	3	8	3	3	-2	-1	-4	0	-3	-4	7	1	9	3	11
ABprpppaapa NA																											
ABprpppaapaa NA																											
ABprpppaapap NA																											
ABprpppaapp NA																											
ABprpppap 0.2475	1	-3	0	-1	-1	2	-1	0	-1	-1	-1	5	1	2	-1	-1	-1	-2	0	2	0	1	6	3	-2	0	2
ABprpppapa 0.0245	1	0	-2	2	1	3	2	2	2	-2	0	0	1	1	-1	-3		1	-2	-2	-2	0	14	11	2	3	9
ABprpppapaa NA																											
ABprpppapap NA																											
ABprpppapp NA																											
ABprpppp 0.0034	1	1	-1	-1	-1	1	-1	1	-1	-1	1	0	0	0	-1	0	0	1	-2	0	-1	1	-3	-1	-4	-3	-2
ABprppppa 0.4236	2	1	-3	-3	-1	0	-2	0	-2	1	-1	2	-1	-1	-1	-2	-2	3	0	4	2	4	0	2	1	-1	1
ABprppppaa 0.0062	-4	-2	2	0	1	-3	3	1	1	3	-1	-2	5	2	1	-1	-2	-1	-1	3	-2	-2	5	7	5	4	1
ABprppppaaa NA																											
ABprppppaap NA																											
ABprppppap 0.0415	-4	1	-2	1	0	6	2	-1	3	0	-4	1	1	-1	-1	-1	2	-3	0	1	-3	2	0	3	7	9	4
ABprppppapa NA																											
ABprppppapp NA																											
ABprppppp 0.137	2	-3	-1	0	-2	0	-2	0	2	0	0	1	0	-1	2	0	-1	1	-4	1	3	5	2	1	6	15	1
ABprpppppa 0.3187	4	-3	1	-4	-1	-5	-2	1	8	-7	-2	-2	-3	12	1	5	-4	7	-5	2	4	-9	14	-10	43		5
ABprpppppaa NA																											
ABprpppppap NA																											
ABprpppppp 0.965	-3	6	-1	-1	-4	-4	-3	5	5	2	0	2	6	3	-2	1	-3	-4	-4	-3	2	0	-4	0	0	6	-2
ABprppppppa NA																											
ABprppppppp NA																											
C 0.0019	2	1	1		-1	1	1	1	0	-4	-1	-1	0	3	-1	0	1	0	-1	0	0	0	-6	-4	-6	-4	-2
Ca 0.0259	0	1	1	1	3	-1	1	1	-2	-1	0	2	2	-3	-1	-2	-1	-1	-1	-1	0	0	-5	-1	-7	-5	-2
Caa 0	2	4	1	-2	6	3	-1	-2	6	-1	2	-3	-2	-3	-2	-3	0	-2	-2	-4	2	1	-7	-6	-8	-6	-4
Caaa 0.0978	-1	3	-5	7	2	2	8	0	-8	-2	2	-2	1	-2	-2	-2	0	1	-1	-2	1	-2	-5	0	-8	-4	0
Caaaa 0.9685	-2	-1	-1	-2	-1	4	-2	0	-1	-4	-1	0	4	0	-2	1	-1	2	-2	1	4	4	1	4	-1	-4	1
Caaaaa NA																											
Caaaap NA																											
Caaap 0.0721	-3	-2	-4	3	3	4	-2	2	-3	0	-2	-2	4	-5	0	0	3	1	-2	1	4	1	-3	-2	-7	-7	1
Caaapa NA																											
Caaapp NA																											
Caap 0.5715	5	1	1	1	1	6	2	2	-8	-3	1	0	0	-4	-3	0	1	-3	-1	-6	3	0	0	-1	-8	1	2
Caapa 0.9947	11	-2	-10	-5	1	-13	-9	-1	2	7	9	3	5	10	7	2	1	-5	-15	6	5	-8	4	-5	5	9	-13
Caapaa NA																											
Caapap NA																											
Caapp 0.2531	-1	1	-4	-7	4	-3	-5	0	1	0	-1	1	7	-1	2	-3	1	2	3	2	4	-3	-3	-4	-9	1	2
Caappd NA																											
Caappv NA																											
Cap 0.0015	5	0	1	0	5	3	0	-4	0	-2	4	-2	-1	-1	-2	-2	1	-2	-1	-2	3	0	-4	-2	-6	-3	-4
Capa 0.01	-6	2	2	-2	-1	1	2	-1	-3	2	2	2	3	0	2	-3	-3	-1	3	-3	3	0	-5	-1	-6	-7	-3
Capaa 0.0066	-3	-4	-1	-7	-2	2	4	3	1	-1	-4	-2	-2	5	4	6	-4	3	-4	3	-1	4	-10	-6	-4	-2	-7
Capaaa 0.0499	-4	6		0	2	-1		-6	-3	-2	1	4	7		5	1	-1	1	-3	2	-1	-5	1	1	7	7	3
Capaaaa NA																											
Capaaap NA																											
Capaap 0.0117	2	-11		2		3		-3	-6		2	0	8		-1		-1	-1	4	4	1	-2	6	8	21	7	15
Capaapa NA																											
Capaapp NA																											
Capap 0.0033	3	-5	1	-5	-8	0	4	2	3	3	-3	1	1	5	0	5	-5	0	-2	2	-2	2	-11	-7	-4	-3	-6
Capapa 0.0196	-1	2		8		2		0	-5		-6	1	5		-1	-2	-1	-2	0	-4	4	-2	10	7	10	4	1
Capapaa NA																											
Capapap NA																											
Capapp 0.1164	3	-6		22				-5			-4		-2		-4	4		2	1	-8	-4	0	7	6	14	-4	8
Capappa NA																											
Capappp NA																											
Capp 0.0231	-2	-2	-2	-3	4	-1	1	0	-4	1	2	1	0	-1	3	-1	0	1	-1	1	2	1	-2	0	-6	-7	-3
Cappa 0.2477	-5	-3	-3	5	-2	1	3	-2	4	3	-4	0	-2	7	0	1	-4	-1	0	2	1	-2	-5	-2	-2	-2	3
Cappaa 0.7679	0	1	0	-1	2	-4	0	1	-3	5	4	0	2	6	1	-7	-2	-3	2	-2	-3	0	0	-7	12	-3	2
Cappaaa NA																											
Cappaap NA																											
Cappap 0.002	-2	-1	5	0	1	-3	-5	0	1	-5	0	-3	10		3	0	-1	3	-1	0	0	-1	17	11	25	13	12
Cappapa NA																											
Cappapp NA																											
Cappp 0.5014	2	1	-6	3	-1	1	2	2	-3	-5	-5	-1	4	5	4	4	-5	-4	3	2	0	-2	-3	2	10	-2	2
Capppa 0.0078	-1	0		-5	6	-2	-4	4	-4	1	1	1	7		4	1	-3	-6	2	-4	4	-1	13	13		16	6
Capppaa NA																											
Capppap NA																											
Capppp 0.0226	7	-5		2		3		4	-10		-3	-7	9		9	3		-4	2	-4	-8	1	19	5		10	9
Cappppd NA																											
Cappppv NA																											
Cp 0.2008	0	2	1	1	2	1	3	1	0	-1	0	0	3	-3	1	-2	-3	-1	-1	-1	-2	0	0	-1	-6	-5	1
Cpa 0.0039	2	0	0	3	6	1	4	1	-2	-1	-2	-2	-2	-1	-3	0	0	1	-1	-2	0	0	-10	-3	-8	-6	-8
Cpaa 0.0234	-3	0	6	0	2	9	8	-2	-3	-2	-1	-2	0	-3	-2	-4	-1	3	-1	-4	0	-1	-3	-2	-5	-8	-1
Cpaaa 0.3946	1	-2	-6	-4	1	1	-2	-2	-4	3	0	-1	3	2	0	2	-1	1	2	0	-2	7	1	-6	3	7	7
Cpaaaa NA																											
Cpaaap NA																											
Cpaap 0.1186	1	0	1	-1	2	-1	-1	-2	-4	-6	5	-2	5	2	-1	-3	0	2	1	-1	1	2	-7	-4	2	-1	-7
Cpaapa NA																											
Cpaapp NA																											
Cpap 0.4409	0	1	4	5	6	9	4	-2	-2	-2	-3	-2	-3	-3	-2	-4	0	-2	0	-3	-2	-2	-3	4	-1	-6	-2
Cpapa 0.3249	-2	1	-2	-6	3	-4	-1	-1	-6	2	2	0	-1	10	2	-2	-1	6	1	-1	1	-3	-3	-8	4	-2	-2
Cpapaa NA																											
Cpapap NA																											
Cpapp 0.0268	-2	2	-5	0	2	1	3	-2	-4	-2	3	0	-1	2	1	2	0	-2	2	0	-1	1	-7	-9	-2	-4	-3
Cpappd NA																											
Cpappv NA																											
Cpp 0.0111	2	1	0	0	5	3	3	2	-3	-2	-2	-2	-1	-1	-4	-4	1	1	0	-2	2	0	-10	-2	-10	-6	-5
Cppa 0.0869	0	1	-3	-2	2	-1	1	0	0	0	1	0	0	0	2	-1	1	-1	3	-3	-1	1	-1	0	-6	-3	-3
Cppaa 4e-04	-1	-3	-2	-5	-1	0	0	1	-1	5	-1	6	1	-1	5	2	-5	3	0	-2	0	-1	-10	-8	-5	-9	-6
Cppaaa 0.5462	-1	8	-2	-8	0	6		-3	0	-2	-1	-2	5	9	9	-4	-2	-2	-5	1	-6	-3	13	-3	4	1	-5
Cppaaaa NA																											
Cppaaap NA																											
Cppaap 0.151	0	1		-2		0			-7		-5		4		-2	8	1	3	4	6	-6	-5	10	-3	11	14	-1
Cppaapa NA																											
Cppaapp NA																											
Cppap 0	0	-1	0	-4	-2	0	-2	5	-3	4	-2	2	-2	0	4	1	-6	1	2	1	0	4	-5	-6	-7	-6	-7
Cppapa 0.0177	-6	8		-2	6	4		-4	-6		-5	-7	2	11	0	0	-1	0	2	-4	-1	0	19	8	27	12	6
Cppapaa NA																											
Cppapap NA																											
Cppapp 0.068	4	-4		2		0			-5		0	-3	9		10	7			-8	-4	-4	-4	17	1	27	7	5
Cppappa NA																											
Cppappp NA																											
Cppp 0.2458	1	2	-1	-1	-1	3	-4	-2	0	1	0	1	1	-2	1	0	-1	-2	2	-2	1	3	-1	3	-8	-6	-2
Cpppa 0	-1	-3	-2	-1	1	0	4	-1	-1	5	0	1	-4	-1	1	1	-3	0	2	1	-2	2	-5	-5	-4	-6	-6
Cpppaa 0.3731	1	3	2	-2	3	-1	3	-1	-4	-2	-2	-4	-2	0	1	-2	0	4	2	2	-1	-1	6	2	-1	3	-2
Cpppaaa NA																											
Cpppaap NA																											
Cpppap 0.009	4	-3	8	-8	-2	-6	-2	-3	-3	-7	0	-4	9	6	5	-1	-5	10	2	4	-6	1	5	8	12	10	1
Cpppapa NA																											
Cpppapp NA																											
Cpppp 0.6531	1	-1	-3	-6	-2	-1	3	1	2	-1	1	2	-2	3	3	0	-2	-1	-1	1	-1	4	-4	-1	1	0	1
Cppppa 0.1289	5	8	0	-6	-8	0	6	-8	-2	-4	2	2	5	15	5	-13	4	-7	5	2	-5	-4	5	0	25	6	5
Cppppaa NA																											
Cppppap NA																											
Cppppp 0.0174	-12	5		-7	6	-1	-4	-10	-1		5	4	8		-2	-8	5	0	5	-1	0	7	26	4	23	12	11
Cpppppd NA																											
Cpppppv NA																											
D 0	-1	3	7	3	2	-1	9	-1	0	0	6	2	0	-2	-3	-4	-3	-6	-2	-3	-1	-3	-8	-8	-10	-7	-5
Da 0.1392	4	-1	-1	5	6	-1	7	-2	0	0	-2	-4	-3	-1	-1	0	-1	4	-3	-4	-4	3	-3	2	-3	-8	-4
Daa 4e-04	3	1	3	-6	-1	3	5	2	-5	-2	6	-3	-6	2	0	3	-2	1	-3	-7	-2	9	-7	-3	-10	-8	-8
Daaa 0.9296	1	-4	5	-5	3	-1	-4	2	1	3	-2	4	1	4	-5	0	0	1	1	-1	-3	2	-12	-5	3	-6	18
Daaaa NA																											
Daaap NA																											
Daap 0.8362	-1	-2	2	-3	2	-3	-3	4	-2	3	-2	3	0	6	-3	-1	-1	3	5	-5	1	-2	-9	-4	0	-1	10
Daapa NA																											
Daapp NA																											
Dap 0.0256	1	0	0	-2	-2	2	7	1	-1	0	5	-2	-3	1	-1	0	0	-5	-1	-5	-1	7	-3	-1	-8	-8	-4
Dapa 0.0698	1	0	1	-6	-4	-3	-5	-1	0	2	1	1	1	8	4	9	-4	-5	-3	-4	5	0	0	4	8	2	10
Dapaa NA																											
Dapap NA																											
Dapp 0.9934	-1	-2	-2	-2	0	-6	-2	5	1	2	-4	0	2	6	3	4	0	0	1	-3	-1	1	-6	4	4	0	-1
Dappa 0.2216				-1		-3									-4				1	1	1	5	2	5		-1	7
Dappaa NA																											
Dappap NA																											
Dappp 0.0743				-9		0									6				5	4	-5	-1	2	12		12	28
Dapppa NA																											
Dapppp NA																											
Dp 0.0265	7	-1	-3	5	4	-1	-4	0	-4	1	-1	-5	-2	2	-1	3	-2	4	-2	-4	1	1	-5	0	-5	-7	-4
Dpa 0.0163	2	-2	3	1	-2	3	7	-1	-4	0	6	-4	0	-2	-3	-3	0	-2	1	-3	-1	2	-4	-2	-4	-11	-10
Dpaa 0.3846	-2	-2	2	-1	-1	-4	-3	20	6	6	-4	1	-1	0	0	-3	3	1	-4	-6	-4	-4	1	0	0	5	1
Dpaaa NA																											
Dpaap NA																											
Dpap 0.954	1	-4	9	6	-4	-1	-2	8	2	1	-9	11	-2	4	-2	-7	0	6	-7	-2	-7	-1	-12	0	3	3	6
Dpapa NA																											
Dpapp NA																											
Dpp 0.0429	2	-1	2	-1	-2	1	4	2	-2	2	3	-2	-1	-2	-1	-1	-3	-1	-2	-2	1	1	-5	0	-2	-9	-8
Dppa 0.2508	-1	-2	-2	0	-5	-2	1	6	10	0	-2	-5	-2	1	-2	6	2	0	-1	-3	3	-1	-10	2	23	38	3
Dppaa NA																											
Dppap NA																											
Dppp 0.2648	-3	-4	-2	-2	-2	2	1	2	2	-1	2	2	2	0	-5	5	3	4	-1	-3	1	-2	4	0	2	15	-1
Dpppa 0.3422		-2		-8		6									3				3	3	-10	6	4	-1		5	3
Dpppaa NA																											
Dpppap NA																											
Dpppp 0.4113				6											3				2	-7	-5	1		7			1
Dppppa NA																											
Dppppp NA																											
E 0.0069	4	-2	2		-2	1	2	0	-2	-7	-5	-4	3	1	0	1	2	3	2	0	1	0	-8	-3	-3	-2	-4
EMS NA						1							0	0	0		0		0								
Ea 0.002	3	0	3	-3	2	-1	0	-2	-3	-4	7	-2	-4	0	0	2	1	1	-2	-4	3	2	-4	-3	-8	-7	-4
Eal 0.0247	0	-1	-4	-1	0	-1	0	1	-2	-1	5	1	2	1	-2	2	-2	1	0	0	-1	1	0	-5	-8	-5	-3
Eala 0.005	0	-3	0	-2	-2	-1	0	1	-2	-4	-2	-4	4	6	3	1	-4	2	2	3	0	1	7	7	3	8	13
Ealaa NA				-10											3				1		1	5					
Ealaad NA																											
Ealaav NA																											
Ealap NA																											
Ealapa NA																											
Ealapp NA																											
Ealp 0.0725	-1	-6	1	-2	-4	0	-1	-5	3	-3	0	-1	1	3	6	5	-3	-1	5	10	-4	-3	17	3	3	10	2
Ealpa NA																											
Ealpp NA																											
Ealppa NA																											
Ealppp NA																											
Ear 0.0017	1	1	-2	-2	-1	-3	1	2	-2	-3	4	0	4	-1	-1	1	-2	-1	0	2	3	-1	-3	-8	-9	-6	-6
Eara 0.0618	-3	-3	0	-4	1	2	-4	3	1	0	3	-10	3	5	7	-2	-4	1	3	5	-4	0	22	10	1	10	3
Earaa NA				-4											9				-3		-4	2					
Earaad NA																											
Earaav NA																											
Earap NA																											
Earapa NA																											
Earapp NA																											
Earp 0.0161	-3	-3	0	-3	-1	5	-6	4	1	2	-2	-7	3	6	7	3	-7	0	1	3	-1	0	18	9	1	12	15
Earpa NA																											
Earpp NA																											
Earppa NA																											
Earppp NA																											
Ep 0	4	0	3	-3	4	0	1	-2	-5	-1	5	0	1	-1	0	0	0	-1	-4	-4	3	0	-5	-5	-8	-7	-6
Epl 0.0986	3	3	1	-3	3	4	1	-3	-1	-2	0	2	1	2	-2	2	-3	-1	2	-2	-2	-3	-4	3	-7	-4	-5
Epla 0	-1	-5	-2	1	-2	-5	-4	2	7	-1	-1	-1	-2	6	3	5	-8	2	4	2	-3	2	11	11	16	11	10
Eplaa NA																											
Eplaaa NA																											
Eplaap NA																											
Eplap NA																											
Eplapa NA																											
Eplapp NA																											
Eplp 0.052	6	-5	-4	5	-2	-4	-4	5	1	-5	-1	-3	0	3	-2	2	-7	-2	2	9	1	5	16	9	10	2	0
Eplpa NA																											
Eplpaa NA																											
Eplpap NA																											
Eplpp NA				-10											11				3		-5	1					
Eplppa NA																											
Eplppaa NA																											
Eplppap NA																											
Eplppp NA																											
Eplpppa NA																											
Eplpppp NA																											
Epr 8e-04	4	-1	5	-2	3	4	9	0	-2	-2	-1	-1	-2	-3	-3	-1	-2	1	-2	-2	-3	1	-4	-3	-7	-8	-6
Epra 0.0121	-5	0	-4	-6	-1	-3	2	4	-2	-3	1	0	3	5	-4	3	-6	3	5	4	1	3	28	15	13	13	6
Epraa NA																											
Epraaa NA																											
Epraap NA																											
Eprap NA																											
Eprapa NA																											
Eprapp NA																											
Eprp 0.1948	1	-1	-4	0	6	-2	-7	3	-2	-3	1	-1	2	8	-4	2	-4	2	2	3	0	-1	17	4	-2	1	6
Eprpa NA																											
Eprpaa NA																											
Eprpap NA																											
Eprpp NA				-9											3				6		-2	0					
Eprppa NA																											
Eprppaa NA																											
Eprppap NA																											
Eprppp NA																											
Eprpppa NA																											
Eprpppp NA																											
MS 0.0217	3	-3	3		-2	1	2	0	-2	-7	-3	-2	2	1	2	1	2	1	2	1	1	-1	-8	-5	-3	-1	-3
MSa 0.0117	2	-1	1	-2	3	-1	1	1	0	1	-1	-1	0	-1	-3	0	-1	1	-1	-1	1	0	-3	-1	-5	-4	-2
MSaa 0.001	2	1	-2	-1	2	-1	1	1	-2	-2	2	-2	0	0	-2	0	2	1	1	-2	0	2	-5	-2	-6	-3	-4
MSaaa 0.0192	0	-2	-1	0	3	-1	0	0	1	0	0	0	0	-2	1	1	-1	1	-1	-1	1	0	-3	-1	-6	-3	-1
MSaaaa 0	1	1	0	0	0	-2	0	0	1	0	0	1	0	-1	1	0	2	1	0	-1	-1	-1	-5	-3	-5	-4	-4
MSaaaaa 0.0203	-2	1	-1	-2	-1	1	-1	1	1	0	-1	3	0	-1	0	0	2	0	-1	0	2	-1	0	-4	-4	-3	-1
MSaaaaaa 0.7215				-13											9				2	0	2	0	2	-28			11
MSaaaaaal NA																											
MSaaaaaar NA																											
MSaaaaap 0.8323	-2	2	0	-1	0	2	-1	3	0	0	-1	1	-1	6	-1	-1	-2	-1	0	-1	-2	-1	1	-1	-1	-1	3
MSaaaaapa 0.045	-2	-1													4	3			5	-2	-9	2	1	5	7	2	9
MSaaaaapaa NA																											
MSaaaaapap NA																											
MSaaaaapp NA																											
MSaaaap 0.1065	-2	-1	-3	-1	-1	-2	0	-2	3	1	-2	2	-1	2	3	-1	0	4	0	0	2	-2	2	-5	-5	-2	-3
MSaaaapa 0.6286	1	1	3	-2	1	-1	-5	-2	2	-2	4	-4	1	4	3	-2	-3	3	1	0	1	-1	3	-6	-1	4	-6
MSaaaapaa NA																											
MSaaaapap NA																											
MSaaaapp 0.9828	-3	6	2	5	-5	4	-4	5	3	1	1	-1	-3	9	-5	7	-6	-6	-2	-2	0	-3	10	-7	1	5	-9
MSaaaappa NA																											
MSaaaappp NA																											
MSaaap 5e-04	0	2	0	1	0	-2	-2	0	0	0	-1	2	-1	0	-2	-1	2	1	3	1	-1	-1	-6	-5	-8	-3	-6
MSaaapa 0	0	0	-2	0	3	0	-1	-2	1	1	1	-2	0	-2	2	-1	1	2	-3	0	1	1	-3	-2	-2	-3	-3
MSaaapaa 0.823	0	1	3	-1	6	0	-1	-1	-3	-1	-1	1	-4	-4	1	-1	2	3	-7	5	3	0	2	-4	2	11	-7
MSaaapaaa NA																											
MSaaapaaaa NA																											
MSaaapaaap NA																											
MSaaapaap NA																											
MSaaapap 0.4382	5	2	0	3	7	-2	-3	-1	1	-3	-2	1	1	1	-6	2	-1	0	-2	0	-1	-4	-6	-2	1	5	-7
MSaaapapa NA																											
MSaaapapp NA																											
MSaaapp 0.0909	-3	-4	1	-6	2	3	-12	7	2	-2	-1	2	1	-5	1	9	10	-2	-6	1	4	-1	-6	-10	-12	4	-17
MSaaappa NA																											
MSaaappp NA																											
MSaaapppa NA																											
MSaaapppp NA																											
MSaap 0.0059	0	-1	1	0	1	-1	1	-2	1	0	0	1	0	-1	1	1	-2	0	-1	-2	0	0	-3	-1	-5	-3	-2
MSaapa 7e-04	-1	1	-2	-2	0	-2	0	0	1	2	1	0	-1	0	-1	0	2	0	0	0	1	1	-4	-2	-4	-2	-2
MSaapaa 0.8335	0	-2	1	-3	0	2	1	0	3	1	-2	0	-1	-1	-1	1	-1	2	0	0	-1	0	-5	0	-1	3	1
MSaapaaa 0.0419	-2	-2	-2	-2	4	2	8	-1	-1	1	-2	2	1	-1	-2	0	0	0	-1	0	2	-4	9	-1	10	9	3
MSaapaaaa NA																											
MSaapaaap NA																											
MSaapaap 0.0591	-1	-2	-2	1	5	3	5	1	0	-1	1	-2	0	4	-4	-1	0	0	0	-2	0	-5	10	2	7	13	0
MSaapaapa 0.815															-4				3		1	0		3			-6
MSaapaapaa NA																											
MSaapaapap NA																											
MSaapaapp NA																											
MSaapap 0.0089	1	-3	-1	-4	-1	-1	3	0	1	1	-3	2	-1	2	4	1	-2	-2	-2	5	0	-1	-5	-5	-5	-1	-3
MSaapapa 0.2852				7											-3	2	4		-5	-7	7	-6	-4	8		10	3
MSaapapaa NA																											
MSaapapap NA																											
MSaapapp 0.0247	1	1	0	-2	3	1	3	-2	4	-4	-3	2	-1	6	-2	2	-3	-1	1	-1	0	-3	13	3	13	3	7
MSaapappa NA																											
MSaapappp NA																											
MSaapp 0.7053	-2	-1	-3	-3	-2	-1	-3	-1	1	2	1	2	-3	1	1	4	2	0	2	0	1	2	1	-6	-2	4	0
MSaappa 0.2321	-1	-1	2	2	4	7	-2	1	5	3	-3	6	-3	4	2	-6	0	-8	-2	0	-1	-9	-3	-7	-15	-3	5
MSaappaa NA																											
MSaappap NA																											
MSaappp 0.0689	-3	-2	-2	-4	-3	15	-2	7	2	-4	2	-2	-1	5	0	1	-4	-2	-2	-3	9	-6	10	10	13	9	-4
MSaapppa 0.0566	0	-7		2											3				3	-4	-6	9	5	16			14
MSaapppaa NA																											
MSaapppap NA																											
MSaapppp NA				-3											3				-3	5	-1	-2		15			
MSaappppa NA																											
MSaappppp NA																											
MSap 0.0013	3	0	0	0	1	-2	0	-1	-1	-2	2	-1	1	0	-1	1	2	1	-1	-4	2	1	-4	-3	-7	-4	-3
MSapa 0.1154	2	1	-1	1	4	0	0	0	-1	-2	0	0	0	-1	-1	1	-1	0	1	0	-1	-1	-3	1	-6	-5	0
MSapaa 2e-04	0	1	1	-2	0	-1	0	0	0	1	-1	-1	-1	0	3	-1	0	0	-1	-1	0	3	-4	-2	-4	-4	-3
MSapaaa 0.0381	0	2	-2	2	0	-1	-1	3	0	-1	-3	1	-1	-2	2	-1	1	-2	5	-3	0	1	-4	-3	-3	1	-3
MSapaaaa NA				-8															9		2	-3		18			
MSapaaaad NA																											
MSapaaaav NA																											
MSapaaap NA																											
MSapaap 0.1453	4	3	-11	-4	-2	5	0	2	-1	-2	0	-1	-1	-5	2	4	1	-3	5	-1	4	1	-2	-4	-3	-1	1
MSapaapa NA																											
MSapaapp NA																											
MSapap 0.1719	0	0	-1	-2	2	0	1	2	0	0	-1	-1	-1	-2	0	-2	3	0	1	-1	-2	2	-1	-4	2	-2	-4
MSapapa 0.0013	1	-3	1	-2	0	-3	0	-2	-1	0	-3	-2	-1	6	2	2	-4	7	0	-1	-3	5	-2	-7	-5	-5	-4
MSapapaa NA																											
MSapapaaa NA																											
MSapapaap NA																											
MSapapap NA																											
MSapapp 0.0039	-2	0	3	-1	-2	3	1	-2	0	-3	0	-5	1	1	-1	2	0	4	0	-5	0	5	-7	-6	-2	-6	-2
MSapappa NA																											
MSapappp NA																											
MSapp 0.0542	1	0	0	2	3	1	4	-1	-2	-3	-1	-1	-1	0	0	-2	-2	1	0	-1	0	1	-4	0	-5	-3	-1
MSappa 0	2	1	-1	-4	-1	-5	-5	0	0	1	0	1	1	-3	3	5	3	0	2	-3	3	0	-5	-3	-6	-7	-6
MSappaa 0.4867	0	0	2	2	2	6	1	1	5	-1	-2	0	0	-2	1	-1	-1	-5	-6	2	-4	0	8	-3	-1	10	-2
MSappaaa NA																											
MSappaap NA																											
MSappap 0.2065	-3	-3	0	-2	-1	4	-3	-3	2	-4	-10	-1	7	-1	9	8	6	2	3	-6	-4	-1	10	-3	13	8	-2
MSappapa NA																											
MSappapp NA																											
MSappp 1e-04	1	2	3	0	1	4	2	-2	1	2	0	-1	1	-4	-1	-1	2	-1	-5	-5	1	-1	-9	-5	-8	-6	-5
MSapppa 0.055	-2	0	2	-3	-3	4	8	4	0	-3	-3	-2	-2	-5	0	-1	0	2	2	6	-3	2	15	19	5	30	1
MSapppaa NA																											
MSapppap NA																											
MSapppp 0.1644	4	1	8	-2	3	5	2	4	-2	-3	-1	-2	-4	-1	-3	-1	-4	0	0	1	-5	-2	4	12	-3	11	1
MSappppa NA																											
MSappppp NA																											
MSp 0.0152	2	1	0	0	3	-1	2	0	0	0	0	-1	1	-1	-3	0	-2	1	-1	-1	1	0	-3	-1	-5	-2	-2
MSpa 0.0136	2	-1	1	-1	2	-1	-2	0	-2	-1	2	0	0	0	0	2	2	1	0	-2	0	0	-5	0	-6	-6	-4
MSpaa 0.0029	1	-1	-2	-1	2	-1	2	-1	1	1	0	-1	1	-2	0	0	1	0	0	-2	0	1	-6	-2	-5	-4	-2
MSpaaa 0.0017	1	0	-1	-2	-2	-2	-1	2	1	0	0	0	0	0	-1	0	2	1	0	-1	1	1	-3	-2	-4	-5	-4
MSpaaaa 0.0184	-2	1	-2	-1	2	0	1	0	1	1	-2	0	-1	0	3	-1	-1	1	0	2	-1	0	-3	-2	-3	0	-4
