"Cells","Names","Birth Times","peak exp","CC X20230222_JIM188_tbx.9_die.1_L1","CC X20230223_JIM188_tbx.9_die.1_L4","CC X20230224_RW10265_tbx.8_die.1_L1","CC X20230224_RW10265_tbx.8_die.1_L3","CC X20230224_RW10265_tbx.8_die.1_L4","Position X20230222_JIM188_tbx.9_die.1_L1","Position X20230223_JIM188_tbx.9_die.1_L4","Position X20230224_RW10265_tbx.8_die.1_L1","Position X20230224_RW10265_tbx.8_die.1_L3","Position X20230224_RW10265_tbx.8_die.1_L4","Angle X20230222_JIM188_tbx.9_die.1_L1","Angle X20230223_JIM188_tbx.9_die.1_L4","Angle X20230224_RW10265_tbx.8_die.1_L1","Angle X20230224_RW10265_tbx.8_die.1_L3","Angle X20230224_RW10265_tbx.8_die.1_L4"
"MSaapappp","vpi2DL",295,904,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSaapp",NA,145,181,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0
"MSaappa",NA,189,730,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSaappaa","vpi2V",276,730,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA
"MSaappap","vpi3V",276,730,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA
"MSaappp",NA,189,583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapppa",NA,266,583,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0
"MSaapppaa","mu_bod",351,1123,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSaapppap","mu_bod",351,583,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSaapppp",NA,266,583,0,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSaappppa","mu_bod",400,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSaappppp","mu_bod",400,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSap",NA,85,100,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSapa",NA,116,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSapaa",NA,149,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSapaaa",NA,189,181,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0
"MSapaaaa",NA,239,270,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"MSapaaaad","GLRL",400,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSapaaaav","GLRVL",400,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSapaaap","mu_bod",239,181,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSapaap",NA,189,181,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSapaapa","death",261,1448,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"MSapaapp","M",261,742,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"MSapap",NA,149,233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSapapa",NA,189,413,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
"MSapapaa",NA,239,542,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSapapaaa","ccAL",400,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSapapaap","ccPL",400,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSapapap","mu_bod",239,1202,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSapapp",NA,189,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSapappa","mu_bod",249,233,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSapappp","mu_bod",249,836,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"MSapp",NA,116,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSappa",NA,150,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSappaa",NA,196,276,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSappaaa","hmc",263,276,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"MSappaap","Z4",263,577,NA,NA,NA,NA,NA,1,NA,0,0,1,NA,NA,NA,NA,NA
"MSappap",NA,196,417,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,0
"MSappapa","death",273,751,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSappapp","mu_bod",273,417,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"MSappp",NA,150,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSapppa",NA,200,123,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSapppaa","mu_bod",260,764,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"MSapppap","mu_bod",260,222,NA,NA,NA,NA,NA,0,NA,0,0,1,NA,NA,NA,NA,NA
"MSapppp",NA,200,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSappppa","mu_bod",265,169,NA,NA,NA,NA,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA
"MSappppp","mu_bod",265,169,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA
"MSp",NA,62,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpa",NA,85,44,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSpaa",NA,113,206,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSpaaa",NA,146,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaaa",NA,180,264,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSpaaaaa",NA,222,264,0,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,0
"MSpaaaaaa","M4",320,460,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"MSpaaaaap","death",320,466,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpaaaap",NA,222,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaaapa","m3DR",278,508,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpaaaapp","m4DR",278,841,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpaaap",NA,180,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaapa",NA,225,206,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MSpaaapaa","I6",311,217,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpaaapap","M5",311,309,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpaaapp",NA,225,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaappa","m5DR",281,217,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpaaappp","m6D",281,206,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpaap",NA,146,219,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSpaapa",NA,187,219,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSpaapaa",NA,231,3785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaapaaa","M1",319,4892,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpaapaap","death",319,4667,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpaapap",NA,231,3843,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"MSpaapapa","mc3DR",291,3843,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpaapapp","vpi1",291,4691,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpaapp","death",187,574,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpap",NA,113,445,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
"MSpapa",NA,146,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapaa",NA,180,522,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSpapaaa",NA,222,522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapaaaa","m4VR",283,522,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpapaaap","m5VR",283,591,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpapaap",NA,222,522,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0
"MSpapaapa",NA,277,522,0,NA,NA,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpapaapaa","g1AR",400,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpapaapap","death",400,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpapaapp","m7VR",277,522,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"MSpapap",NA,180,568,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSpapapa",NA,231,568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapapaa","g2R",343,572,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpapapap","death",343,1291,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpapapp",NA,231,568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapappa","m6VR",295,568,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"MSpapappp","vpi2DR",295,568,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpapp",NA,146,445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MSpappa",NA,189,653,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,1
"MSpappaa","mu_bod",279,847,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpappap","mu_bod",279,653,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"MSpappp",NA,189,503,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,0
"MSpapppa",NA,263,503,1,NA,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0
"MSpapppaa","mu_bod",348,832,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpapppap","mu_bod",348,503,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpapppp",NA,263,718,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"MSpappppa","mu_bod",400,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpappppp","mu_bod",400,987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpp",NA,85,141,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSppa",NA,116,418,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSppaa",NA,150,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSppaaa",NA,190,418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MSppaaaa",NA,238,418,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"MSppaaaad","GLRR",400,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSppaaaav","GLRVR",400,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSppaaap","mu_bod",238,418,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSppaap",NA,190,418,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,0
"MSppaapa","death",263,1142,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"MSppaapp","mu_int_R",263,815,NA,NA,NA,NA,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"MSppap",NA,150,418,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"MSppapa",NA,189,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSppapaa",NA,238,472,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSppapaaa","ccAR",400,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSppapaap","ccPR",400,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSppapap","mu_bod",238,418,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSppapp",NA,189,418,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0
"MSppappa","mu_bod",248,418,NA,NA,NA,NA,NA,1,NA,0,1,0,NA,NA,NA,NA,NA
"MSppappp","mu_bod",248,418,NA,NA,NA,NA,NA,1,NA,0,1,1,NA,NA,NA,NA,NA
"MSppp",NA,116,408,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"MSpppa",NA,150,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpppaa",NA,194,408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSpppaaa","death",261,766,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA
"MSpppaap","Z1",261,694,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA
"MSpppap",NA,194,493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSpppapa","death",268,1281,NA,NA,NA,NA,NA,1,NA,0,NA,1,NA,NA,NA,NA,NA
"MSpppapp","mu_bod",268,590,NA,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA
"MSpppp",NA,150,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSppppa",NA,200,408,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"MSppppaa","mu_bod",261,441,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA
"MSppppap","mu_bod",261,408,NA,NA,NA,NA,NA,1,NA,0,NA,1,NA,NA,NA,NA,NA
"MSppppp",NA,200,408,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"MSpppppa","mu_bod",266,408,NA,NA,NA,NA,NA,1,NA,0,NA,1,NA,NA,NA,NA,NA
"MSpppppp","mu_bod",266,408,NA,NA,NA,NA,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA
"P0",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P1",NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2",NA,23,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"P3",NA,49,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"P4",NA,75,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z2","Z2",142,401,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA
"Z3","Z3",142,396,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA
"ABplaappppa",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplaappppp",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpppappa",NA,NA,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpppappp",NA,NA,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
