"Cells","Names","Birth Times","peak exp","CC X20230222_JIM188_tbx.9_die.1_L1","CC X20230223_JIM188_tbx.9_die.1_L4","CC X20230224_RW10265_tbx.8_die.1_L1","CC X20230224_RW10265_tbx.8_die.1_L3","CC X20230224_RW10265_tbx.8_die.1_L4","Position X20230222_JIM188_tbx.9_die.1_L1","Position X20230223_JIM188_tbx.9_die.1_L4","Position X20230224_RW10265_tbx.8_die.1_L1","Position X20230224_RW10265_tbx.8_die.1_L3","Position X20230224_RW10265_tbx.8_die.1_L4","Angle X20230222_JIM188_tbx.9_die.1_L1","Angle X20230223_JIM188_tbx.9_die.1_L4","Angle X20230224_RW10265_tbx.8_die.1_L1","Angle X20230224_RW10265_tbx.8_die.1_L3","Angle X20230224_RW10265_tbx.8_die.1_L4"
"Caap",NA,128,5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caapa",NA,176,6977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caapaa","DVC",306,6977,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA
"Caapap","death",306,6977,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Caapp",NA,176,10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caappd","hyp7",231,10116,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
"Caappv","PVR",231,10116,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"Cap",NA,94,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capa",NA,133,8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capaa",NA,189,8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capaaa",NA,247,8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capaaaa","mu_bod",327,8617,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA
"Capaaap","mu_bod",327,8617,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"Capaap",NA,247,8617,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Capaapa","mu_bod",336,8617,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA
"Capaapp","mu_bod",336,8617,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA
"Capap",NA,189,8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capapa",NA,248,8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capapaa","mu_bod",333,8617,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"Capapap","mu_bod",333,8617,NA,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,NA,NA
"Capapp",NA,248,8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capappa","mu_bod",343,8617,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA
"Capappp","mu_bod",343,8617,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,NA,NA,NA
"Capp",NA,133,8954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cappa",NA,181,8954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cappaa",NA,237,8954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cappaaa","mu_bod",311,8954,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"Cappaap","mu_bod",311,8954,NA,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,NA,NA
"Cappap",NA,237,8954,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Cappapa","mu_bod",320,8954,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
"Cappapp","mu_bod",320,8954,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,NA
"Cappp",NA,181,8954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capppa",NA,242,8954,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"Capppaa","mu_bod",323,8954,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA
"Capppap","mu_bod",323,8954,NA,NA,NA,NA,NA,0,1,NA,0,1,NA,NA,NA,NA,NA
"Capppp",NA,242,8954,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cappppd","mu_bod",337,8954,NA,NA,NA,NA,NA,0,0,NA,1,1,NA,NA,NA,NA,NA
"Cappppv","mu_bod",337,8954,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,NA,NA,NA,NA
"Cp",NA,67,4405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cpa",NA,94,4405,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Cpaa",NA,127,6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpaaa",NA,165,12277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpaaaa","hyp7",220,13693,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA
"Cpaaap","hyp7",220,13128,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"Cpaap",NA,165,13179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpaapa","hyp7",216,13762,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"Cpaapp","hyp7",216,16932,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"Cpap",NA,127,6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpapa",NA,167,17582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpapaa","hyp7",225,17582,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Cpapap","hyp7",225,17582,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA
"Cpapp",NA,167,15184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpappd","hyp7",227,15184,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Cpappv","hyp11",227,15184,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"Cpp",NA,94,4405,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cppa",NA,131,9357,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Cppaa",NA,186,9357,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cppaaa",NA,244,9357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cppaaaa","mu_bod",324,9357,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"Cppaaap","mu_bod",324,9357,NA,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,NA,NA
"Cppaap",NA,244,9357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cppaapa","mu_bod",337,9357,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
"Cppaapp","mu_bod",337,9357,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
"Cppap",NA,186,9357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cppapa",NA,245,9357,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cppapaa","mu_bod",331,9357,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
"Cppapap","mu_bod",331,9357,NA,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,NA,NA
"Cppapp",NA,245,9357,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cppappa","mu_bod",340,9357,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"Cppappp","mu_bod",340,9357,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"Cppp",NA,131,11458,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Cpppa",NA,178,12894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpppaa",NA,233,12894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpppaaa","mu_bod",303,12894,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA
"Cpppaap","mu_bod",303,12894,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
"Cpppap",NA,233,12894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpppapa","mu_bod",317,12894,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
"Cpppapp","mu_bod",317,12894,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
"Cpppp",NA,178,11458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cppppa",NA,237,11458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cppppaa","mu_bod",317,11458,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
"Cppppap","mu_bod",317,11458,NA,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,NA,NA
"Cppppp",NA,237,11458,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cpppppd","mu_bod",329,11458,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"Cpppppv","mu_bod",329,11458,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA
"D",NA,75,4405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Da",NA,114,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daa",NA,161,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daaa",NA,214,8029,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Daaaa","mu_bod",276,8029,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Daaap","mu_bod",276,8029,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Daap",NA,214,7060,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Daapa","mu_bod",281,7060,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Daapp","mu_bod",281,7060,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Dap",NA,161,4405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dapa",NA,208,8980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dapaa","mu_bod",271,8980,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"Dapap","mu_bod",271,8980,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"Dapp",NA,208,7872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dappa",NA,268,7872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Dappaa","mu_bod",352,7872,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,NA,NA,NA,NA
"Dappap","mu_bod",352,7872,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,NA,NA,NA,NA
"Dappp",NA,268,7872,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Dapppa","mu_bod",363,7872,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,NA,NA,NA,NA
"Dapppp","mu_bod",363,7872,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,NA,NA,NA,NA
"Dp",NA,114,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dpa",NA,161,4405,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Dpaa",NA,213,7814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dpaaa","mu_bod",279,7814,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"Dpaap","mu_bod",279,7814,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"Dpap",NA,213,4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dpapa","mu_bod",280,4706,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Dpapp","mu_bod",280,4706,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Dpp",NA,161,4405,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Dppa",NA,207,7321,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Dppaa","mu_bod",274,7321,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA
"Dppap","mu_bod",274,7321,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"Dppp",NA,207,8980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Dpppa",NA,269,8980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Dpppaa","mu_bod",353,8980,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"Dpppap","mu_bod",353,8980,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"Dpppp",NA,269,8980,0,0,0,0,0,1,0,1,1,0,NA,NA,NA,NA,NA
"Dppppa","mu_bod",400,8980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dppppp","mu_bod",400,8980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",NA,46,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EMS",NA,23,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ea",NA,63,1885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Eal",NA,108,3925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Eala",NA,155,9416,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Ealaa",NA,224,12653,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA
"Ealaad","int",400,12653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ealaav","int",400,12653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ealap","int",224,11891,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Ealapa",NA,NA,11891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ealapp",NA,NA,11891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ealp",NA,155,8461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ealpa","int",227,8461,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"Ealpp","int",227,10589,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"Ealppa",NA,NA,10589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ealppp",NA,NA,10589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ear",NA,108,3742,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Eara",NA,157,11574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Earaa",NA,230,11574,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA
"Earaad","int",400,11574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Earaav","int",400,11574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Earap","int",230,12745,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"Earapa",NA,NA,12745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Earapp",NA,NA,12745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Earp",NA,157,9311,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Earpa","int",232,9311,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"Earpp","int",232,9509,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"Earppa",NA,NA,9509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Earppp",NA,NA,9509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ep",NA,63,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epl",NA,110,5675,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Epla",NA,160,11204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Eplaa","int",232,14413,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"Eplaaa",NA,NA,14413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eplaap",NA,NA,14413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eplap","int",232,12967,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"Eplapa",NA,NA,12967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eplapp",NA,NA,12967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eplp",NA,160,10010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eplpa","int",238,11023,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"Eplpaa",NA,NA,11023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eplpap",NA,NA,11023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eplpp",NA,238,10451,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
"Eplppa","int",400,10451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eplppaa",NA,NA,10451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eplppap",NA,NA,10451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eplppp","int",400,10451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eplpppa",NA,NA,10451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eplpppp",NA,NA,10451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epr",NA,110,4642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epra",NA,161,11761,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Epraa","int",235,13943,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"Epraaa",NA,NA,13943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epraap",NA,NA,13943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eprap","int",235,15502,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"Eprapa",NA,NA,15502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eprapp",NA,NA,15502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eprp",NA,161,12413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eprpa","int",241,12413,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA
"Eprpaa",NA,NA,12413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eprpap",NA,NA,12413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eprpp",NA,241,12413,0,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA
"Eprppa","int",400,12413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eprppaa",NA,NA,12413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eprppap",NA,NA,12413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eprppp","int",400,12413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eprpppa",NA,NA,12413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eprpppp",NA,NA,12413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MS",NA,46,1485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSa",NA,62,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaa",NA,85,1485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaa",NA,113,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaa",NA,145,4019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaaa",NA,179,8309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaaaa",NA,221,8309,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA
"MSaaaaaal","GLRDL",400,8309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSaaaaaar","GLRDR",400,8309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSaaaaap",NA,221,8309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaaapa",NA,271,8309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaaapaa","I3",346,8309,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"MSaaaaapap","g1P",346,8309,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSaaaaapp","m4DL",271,8309,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSaaaap",NA,179,6996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaapa",NA,225,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaapaa","I4",287,7680,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,NA,NA,NA
"MSaaaapap","m5DL",287,7680,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA
"MSaaaapp",NA,225,6996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaappa","death",300,6996,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"MSaaaappp","m7D",300,6996,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA
"MSaaap",NA,145,3290,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"MSaaapa",NA,183,7296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaapaa",NA,223,7364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MSaaapaaa","m3DL",278,7364,NA,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA
"MSaaapaaaa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSaaapaaap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSaaapaap","m4L",278,7364,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSaaapap",NA,223,7296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaapapa","mc3DL",285,7296,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,NA,NA,NA
"MSaaapapp","m8",285,7296,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"MSaaapp",NA,183,5239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MSaaappa","death",259,5239,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"MSaaappp","vpi3D",259,5239,NA,1,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"MSaaapppa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSaaapppp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSaap",NA,113,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapa",NA,145,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapaa",NA,179,3815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapaaa",NA,221,3984,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"MSaapaaaa","m4VL",282,3984,NA,NA,NA,NA,NA,0,1,1,0,1,NA,NA,NA,NA,NA
"MSaapaaap","m5VL",282,3984,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"MSaapaap",NA,221,6967,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MSaapaapa",NA,276,6967,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA
"MSaapaapaa","g1AL",400,6967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSaapaapap","death",400,6967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSaapaapp","m7VL",276,6967,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"MSaapap",NA,179,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapapa",NA,231,2144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapapaa","g2L",351,2144,NA,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,NA
"MSaapapap","death",351,2144,NA,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,NA
"MSaapapp",NA,231,2144,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapappa","m6VL",295,2144,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSaapappp","vpi2DL",295,2144,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"MSaapp",NA,145,2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaappa",NA,189,2049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSaappaa","vpi2V",276,2049,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"MSaappap","vpi3V",276,2049,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"MSaappp",NA,189,2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapppa",NA,266,2607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapppaa","mu_bod",351,2607,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA
"MSaapppap","mu_bod",351,2607,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA
"MSaapppp",NA,266,2607,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA
"MSaappppa","mu_bod",400,2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSaappppp","mu_bod",400,2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
