paste.Cells..round.CC_Dif_pValues..4..	X20110316_mir.1_L3	X20110316_mir.1_L2	X20110203_RW10890_pal.1_L4	X20110125_RW10890_pal.1_L3	X20110125_RW10890_pal.1_L4	X20101213_RW10889_pal.1_L2	X20101213_RW10889_pal.1_L3	X20110209_UP2051_mls.2_L1	X20110209_UP2051_mls.2_L2	X20110209_UP2051_mls.2_L3	X20110225_NX68_L3	X20110408_RW10425_pha.4_L2	X20110927_RW11144_L4	X20110929_ceh.43_L1	X20110726_RW10713_L1	X20110731_RW10434_L1	X20111116_RW10226_L4	X20110916_ceh.36_L1	X20120426_JIM122_L2	X20120612_JIM127_L4	X20120331_RW10871_L4	X20120807_mir.57_L4	X20230224_RW10265_tbx.8_die.1_L4	X20230224_RW10265_tbx.8_die.1_L3	X20230224_RW10265_tbx.8_die.1_L1	X20230223_JIM188_tbx.9_die.1_L4	X20230222_JIM188_tbx.9_die.1_L1
Cpppaa 0.3731	70	72	70	67	71	68	72	68	65	67	66	65	67	69	69	66	68	72	71	71	68	68	75	70	68	72	66
Cpppaaa NA																											
Cpppaap NA																											
Cpppap 0.009	86	79	91	74	81	77	80	80	79	75	83	78	91	89	88	82	77	93	84	87	76	84	88	91	94	93	84
Cpppapa NA																											
Cpppapp NA																											
Cpppp 0.6531	59	57	55	52	56	57	61	59	60	57	59	60	56	61	61	58	56	57	57	59	56	62	54	57	59	58	59
Cppppa 0.1289	83	86	78	72	70	78	84	70	76	74	80	80	83	93	83	65	82	71	83	80	73	74	83	78	103	84	83
Cppppaa NA																											
Cppppap NA																											
Cppppp 0.0174	78	95		83	95	89	85	80	89		95	94	98		88	82	95	90	94	88	90	97	116	93	112	102	101
Cpppppd NA																											
Cpppppv NA																											
D 0	37	40	44	40	39	36	46	36	38	37	43	39	37	35	34	33	34	31	36	34	36	34	29	29	27	30	32
Da 0.1392	50	45	45	51	52	44	53	44	45	45	43	41	42	44	45	45	44	50	42	42	42	48	43	48	42	37	42
Daa 4e-04	54	52	55	46	50	54	56	53	46	49	58	48	45	53	51	54	49	52	48	44	49	60	44	48	42	44	43
Daaa 0.9296	62	57	66	56	64	60	58	63	62	64	59	65	62	65	56	61	61	62	62	60	59	63	49	56	64	55	79
Daaaa NA																											
Daaap NA																											
Daap 0.8362	65	63	67	63	67	63	62	69	63	69	63	68	65	72	63	64	64	68	70	60	67	63	57	62	66	64	76
Daapa NA																											
Daapp NA																											
Dap 0.0256	46	46	45	44	43	48	52	46	44	46	50	43	42	47	44	46	46	41	45	40	44	52	43	44	37	38	42
Dapa 0.0698	63	62	63	56	58	58	57	61	62	64	63	63	63	70	66	71	58	57	59	58	67	62	62	65	70	64	72
Dapaa NA																											
Dapap NA																											
Dapp 0.9934	57	56	56	56	58	52	56	63	59	60	54	58	60	64	61	62	58	58	59	55	57	59	52	62	62	58	57
Dappa 0.2216				84		82									81				86	86	86	90	87	90		84	92
Dappaa NA																											
Dappap NA																											
Dappp 0.0743				88		97									103				101	100	91	95	99	109		109	125
Dapppa NA																											
Dapppp NA																											
Dp 0.0265	53	45	43	51	50	44	41	46	42	47	45	41	44	48	45	48	44	50	44	42	47	47	41	46	41	39	42
Dpa 0.0163	53	49	53	51	49	54	57	50	46	51	56	46	51	48	48	48	50	48	51	47	49	52	46	48	46	39	40
Dpaa 0.3846	62	62	66	63	64	60	61	84	70	70	60	65	64	64	64	61	67	65	60	58	60	60	65	64	64	69	65
Dpaaa NA																											
Dpaap NA																											
Dpap 0.954	67	62	75	72	62	64	64	74	68	67	57	77	64	70	64	59	66	72	59	64	59	65	54	66	69	69	72
Dpapa NA																											
Dpapp NA																											
Dpp 0.0429	46	44	47	44	43	46	49	46	43	47	47	43	44	43	44	44	42	43	43	43	46	46	40	44	43	36	37
Dppa 0.2508	64	63	63	65	60	63	66	71	74	65	63	60	63	66	63	71	67	65	64	62	68	64	55	67	88	103	68
Dppaa NA																											
Dppap NA																											
Dppp 0.2648	57	55	58	58	58	61	61	61	62	59	62	62	62	60	54	64	62	63	59	56	60	57	63	60	61	75	58
Dpppa 0.3422		83		77		91									88				88	88	75	90	89	84		90	88
Dpppaa NA																											
Dpppap NA																											
Dpppp 0.4113				104											101				100	91	93	98		105			99
Dppppa NA																											
Dppppp NA																											
E 0.0069	20	14	18		15	18	19	17	15	10	12	13	19	18	17	18	18	20	19	16	18	16	9	14	14	14	13
EMS NA						14							14	14	14		14		14								
Ea 0.002	45	43	46	40	45	41	43	41	39	39	49	41	39	42	43	44	43	44	41	38	46	44	38	39	34	36	38
Eal 0.0247	47	45	42	45	47	45	47	47	44	46	51	47	48	47	45	48	44	47	46	46	45	47	46	41	38	42	43
Eala 0.005	67	64	67	65	65	66	67	68	65	64	65	63	71	73	70	68	63	69	70	70	67	68	74	74	70	75	80
Ealaa NA				120											134				132		132	136					
Ealaad NA																											
Ealaav NA																											
Ealap NA																											
Ealapa NA																											
Ealapp NA																											
Ealp 0.0725	69	64	70	67	65	69	69	64	73	67	70	68	71	73	75	74	66	69	75	79	66	67	87	72	73	80	71
Ealpa NA																											
Ealpp NA																											
Ealppa NA																											
Ealppp NA																											
Ear 0.0017	48	48	46	45	47	45	48	49	45	44	51	47	51	47	46	48	46	47	47	49	50	47	44	39	38	42	42
Eara 0.0618	69	68	72	67	72	74	67	74	73	72	74	62	74	77	79	70	68	72	74	76	68	71	93	81	73	81	74
Earaa NA				128											141				128		127	133					
Earaad NA																											
Earaav NA																											
Earap NA																											
Earapa NA																											
Earapp NA																											
Earp 0.0161	70	70	73	71	72	78	67	78	74	75	71	67	76	79	80	76	66	74	74	76	72	73	92	83	74	86	88
Earpa NA																											
Earpp NA																											
Earppa NA																											
Earppp NA																											
Ep 0	48	45	47	42	48	44	46	43	39	44	49	45	46	44	44	44	45	44	41	40	47	44	40	39	37	37	38
Epl 0.0986	51	51	50	45	52	52	50	46	47	47	48	50	49	51	46	50	46	48	51	46	47	45	44	51	41	44	43
Epla 0	70	65	69	72	68	66	67	73	78	70	70	70	69	77	74	76	63	72	75	73	67	73	82	81	86	82	81
Eplaa NA																											
Eplaaa NA																											
Eplaap NA																											
Eplap NA																											
Eplapa NA																											
Eplapp NA																											
Eplp 0.052	82	72	72	81	74	72	72	81	78	72	76	73	76	79	74	78	69	74	78	85	77	81	92	85	86	78	76
Eplpa NA																											
Eplpaa NA																											
Eplpap NA																											
Eplpp NA				124											146				137		129	135					
Eplppa NA																											
Eplppaa NA																											
Eplppap NA																											
Eplppp NA																											
Eplpppa NA																											
Eplpppp NA																											
Epr 8e-04	53	48	55	47	52	54	58	49	47	47	48	48	48	47	46	48	47	50	47	48	47	50	46	46	42	42	43
Epra 0.0121	69	73	69	67	72	71	75	78	71	70	74	73	76	78	69	76	68	76	78	78	74	76	102	88	86	86	80
Epraa NA																											
Epraaa NA																											
Epraap NA																											
Eprap NA																											
Eprapa NA																											
Eprapp NA																											
Eprp 0.1948	80	78	75	79	85	77	72	83	78	77	80	78	81	87	76	81	75	81	81	82	79	78	97	83	78	80	85
Eprpa NA																											
Eprpaa NA																											
Eprpap NA																											
Eprpp NA				137											149				152		144	146					
Eprppa NA																											
Eprppaa NA																											
Eprppap NA																											
Eprppp NA																											
Eprpppa NA																											
Eprpppp NA																											
MS 0.0217	18	13	18		13	16	17	15	13	8	12	13	18	16	17	16	17	17	17	16	16	15	8	10	12	14	13
MSa 0.0117	23	21	22	20	24	21	22	22	21	22	20	20	21	20	19	21	20	22	20	21	23	21	18	20	16	17	19
MSaa 0.001	28	27	24	25	28	25	27	27	24	24	28	24	26	26	24	26	28	27	27	24	26	28	21	24	20	23	22
MSaaa 0.0192	31	28	30	31	34	29	30	30	31	30	30	30	31	28	32	31	30	31	30	29	31	31	28	29	25	27	29
MSaaaa 0	34	33	33	32	32	31	33	33	33	33	32	33	32	31	33	32	34	33	32	32	32	32	27	29	27	29	29
MSaaaaa 0.0203	38	41	39	38	40	42	39	41	41	41	40	43	40	39	41	41	42	41	40	40	42	40	40	36	36	37	39
MSaaaaaa 0.7215				133											156				148	146	149	146	149	118			157
MSaaaaaal NA																											
MSaaaaaar NA																											
MSaaaaap 0.8323	47	51	48	47	49	51	48	51	49	49	48	50	48	55	48	47	47	48	49	48	47	48	49	48	48	48	52
MSaaaaapa 0.045	72	73													78	77			79	72	65	76	75	80	82	76	83
MSaaaaapaa NA																											
MSaaaaapap NA																											
MSaaaaapp NA																											
MSaaaap 0.1065	43	44	42	44	43	43	44	43	47	46	43	46	44	47	47	44	45	48	45	44	47	43	46	40	39	43	42
MSaaaapa 0.6286	60	60	62	58	60	58	54	58	62	57	63	55	60	64	63	58	57	62	60	59	60	59	63	53	59	64	54
MSaaaapaa NA																											
MSaaaapap NA																											
MSaaaapp 0.9828	70	79	75	78	68	77	69	78	76	74	74	72	70	82	68	80	67	67	71	71	73	70	83	66	74	78	64
MSaaaappa NA																											
MSaaaappp NA																											
MSaaap 5e-04	37	38	36	38	36	34	34	36	36	36	35	38	35	36	35	36	38	37	39	37	35	35	30	31	29	33	30
MSaaapa 0	38	38	36	38	41	38	38	36	40	39	40	36	39	36	41	37	39	41	35	39	39	40	35	36	36	36	36
MSaaapaa 0.823	54	54	56	52	60	54	52	53	51	52	53	55	50	49	54	53	56	57	47	59	57	54	56	50	56	65	47
MSaaapaaa NA																								80			79
MSaaapaaaa NA																											
MSaaapaaap NA																											
MSaaapaap NA																											
MSaaapap 0.4382	65	62	61	63	68	58	57	60	62	57	59	62	62	61	54	63	60	61	59	61	60	57	54	59	62	65	54
MSaaapapa NA																											
MSaaapapp NA																											
MSaaapp 0.0909	71	70	75	68	76	77	62	81	76	72	73	76	75	69	75	83	84	72	68	75	78	73	68	64	62	79	57
MSaaappa NA																											
MSaaappp NA																								105			
MSaaapppa NA																											
MSaaapppp NA																											
MSaap 0.0059	31	30	31	31	32	29	32	29	31	30	30	32	31	30	32	31	28	31	30	29	31	31	28	29	26	27	29
MSaapa 7e-04	32	34	31	31	32	31	33	33	33	34	34	33	32	32	32	32	34	33	32	33	33	33	29	31	29	30	30
MSaapaa 0.8335	40	38	40	37	40	42	41	40	43	41	38	40	39	39	39	41	39	42	40	40	39	40	35	40	39	43	40
MSaapaaa 0.0419	57	57	58	58	64	61	67	58	59	60	57	62	60	59	58	59	60	60	59	59	62	55	69	59	69	68	62
MSaapaaaa NA																											
MSaapaaap NA																											
MSaapaap 0.0591	52	51	52	54	58	57	59	55	54	52	54	52	53	57	50	53	54	53	54	52	53	49	64	55	60	67	54
MSaapaapa 0.815															109				117		115	114		117			108
MSaapaapaa NA																											
MSaapaapap NA																											
MSaapaapp NA																											
MSaapap 0.0089	51	47	48	45	49	49	52	50	51	51	47	52	49	52	54	51	48	48	48	55	50	49	45	45	45	49	47
MSaapapa 0.2852				126											116	121	122		113	112	125	112	115	126		128	122
MSaapapaa NA																											
MSaapapap NA																											
MSaapapp 0.0247	64	64	63	62	66	64	66	61	67	59	60	65	62	69	61	65	60	62	64	62	63	60	76	66	76	66	70
MSaapappa NA																											
MSaapappp NA																											
MSaapp 0.7053	40	41	39	39	40	42	39	41	43	44	43	44	39	43	43	46	44	42	44	42	43	44	43	36	40	46	42
MSaappa 0.2321	84	85	88	88	89	92	84	86	90	88	82	92	82	90	87	80	86	77	84	85	84	76	82	79	70	83	90
MSaappaa NA																											
MSaappap NA																											
MSaappp 0.0689	73	74	74	72	72	91	74	83	78	72	78	73	75	81	76	76	71	74	74	72	84	70	85	86	88	84	71
MSaapppa 0.0566	85	78		87											88				88	81	78	94	90	101			99
MSaapppaa NA																											
MSaapppap NA																											
MSaapppp NA				107											113				106	114	108	108		125			
MSaappppa NA																											
MSaappppp NA																											
MSap 0.0013	32	28	29	29	30	27	29	27	28	27	31	28	30	28	27	30	31	30	27	25	31	30	24	26	22	24	26
MSapa 0.1154	34	33	31	32	36	32	32	32	31	30	32	32	32	31	31	33	31	32	33	32	31	31	29	32	26	27	32
MSapaa 2e-04	38	40	39	36	38	37	38	38	38	39	37	37	37	38	41	38	38	38	37	37	38	41	34	36	34	34	35
MSapaaa 0.0381	48	50	47	51	49	48	48	51	49	47	46	50	48	47	51	47	49	47	53	46	49	49	45	45	45	49	46
MSapaaaa NA				124															142		134	130		151			
MSapaaaad NA																											
MSapaaaav NA																											
MSapaaap NA																											
MSapaap 0.1453	74	74	59	66	69	75	70	73	70	69	70	70	70	65	72	74	71	67	75	69	75	71	69	66	67	69	71
MSapaapa NA																											
MSapaapp NA																											
MSapap 0.1719	38	38	37	36	40	38	39	40	38	38	37	37	37	36	38	36	41	38	39	37	36	40	37	34	40	36	34
MSapapa 0.0013	50	46	50	47	49	46	49	46	47	49	46	46	48	54	51	50	45	56	48	47	45	54	47	41	44	43	44
MSapapaa NA																											
MSapapaaa NA																											
MSapapaap NA																											
MSapapap NA																											
MSapapp 0.0039	56	58	61	58	56	61	59	56	59	56	58	53	60	60	57	61	58	62	58	53	58	64	51	52	56	52	56
MSapappa NA																											
MSapappp NA																											
MSapp 0.0542	34	33	32	34	36	34	36	32	31	30	32	32	32	32	33	31	31	33	33	32	32	34	29	32	27	30	32
MSappa 0	46	46	44	41	43	40	39	44	44	46	44	46	46	42	48	49	47	45	47	42	48	44	40	41	39	38	38
MSappaa 0.4867	65	64	67	66	67	71	66	66	70	64	63	65	65	62	66	64	64	60	59	66	60	65	72	61	63	74	63
MSappaaa NA																											
MSappaap NA																											
MSappap 0.2065	73	72	75	73	74	80	72	73	78	72	66	75	82	74	84	83	82	77	79	69	72	74	85	72	89	84	73
MSappapa NA																											
MSappapp NA																											
MSappp 1e-04	49	50	52	48	49	52	51	46	49	51	49	47	49	44	48	48	50	47	44	43	49	47	40	43	40	42	43
MSapppa 0.055	57	58	61	56	56	63	67	63	59	56	55	56	56	53	59	57	58	61	60	65	56	60	74	78	63	89	60
MSapppaa NA																											
MSapppap NA																											
MSapppp 0.1644	68	65	72	61	67	69	66	68	62	60	63	61	60	62	61	62	60	63	64	65	59	62	68	76	60	75	65
MSappppa NA																											
MSappppp NA																											
MSp 0.0152	23	22	22	22	24	21	24	22	21	22	21	20	23	20	19	21	20	22	20	21	23	21	18	20	16	20	19
MSpa 0.0136	28	26	27	25	28	25	24	26	24	25	28	26	26	26	26	28	28	27	26	24	26	26	21	26	20	20	22
MSpaa 0.0029	32	30	30	31	34	31	33	31	33	32	32	30	32	30	31	31	33	31	31	29	31	32	26	29	26	27	29
MSpaaa 0.0017	34	32	31	31	31	31	31	35	33	32	32	33	32	32	31	32	34	33	32	32	33	33	29	31	29	27	29
MSpaaaa 0.0184	38	41	38	38	42	40	41	40	41	41	38	40	39	40	42	39	39	41	40	42	39	40	37	38	36	40	36
MSpaaaaa 0.0686	93	99		97	104	94	100	99	97	100	94	94	93	100	109	94	95	93	96	94	91	89	99	99	122	104	119
MSpaaaaaa NA																											
MSpaaaaap NA																											
MSpaaaap 0.0199	54	53	53	52	56	55	57	53	56	51	53	62	52	57	51	54	54	61	57	56	53	51	56	62	59	62	57
MSpaaaapa NA																											
MSpaaaapp NA																											
MSpaaap 0.0032	40	43	40	42	43	44	44	43	43	44	43	45	42	43	44	44	42	44	43	43	42	43	42	41	41	40	39
MSpaaapa 0.0024	88	89	81	81	79	84	85	86	84	80	81	87	88	89	91	83	83	77	86	84	84	82	108	92	104	97	101
MSpaaapaa NA																											
MSpaaapap NA																											
MSpaaapp 0.002	55	54	53	52	51	55	56	53	54	56	53	58	55	57	54	58	51	57	57	54	54	51	62	61	63	67	59
MSpaaappa NA																											
MSpaaappp NA																											
MSpaap 1e-04	42	41	39	36	38	38	34	40	38	39	40	39	39	39	38	41	43	41	39	42	38	41	35	36	33	33	34
MSpaapa 0.0094	42	43	42	42	42	43	44	41	43	46	40	43	41	44	46	42	42	43	43	42	45	41	42	40	40	42	39
MSpaapaa 0.0139	86	89	83	94	88	82	77	84	81	80	81	85	86	98	83	85	89	99	83	93	86	79	105	89	115	103	101
MSpaapaaa NA																											
MSpaapaap NA																											
MSpaapap 0.0056	62	56	56	58	60	55	59	56	56	57	56	60	58	61	58	56	60	62	59	58	58	51	71	63	67	62	66
MSpaapapa NA																											
MSpaapapp NA																											
MSpaapp NA																											
MSpap 0.0072	32	30	30	29	32	29	32	31	31	30	30	32	29	30	31	31	30	32	31	30	31	32	28	29	26	26	29
MSpapa 3e-04	34	32	33	32	32	32	33	33	32	34	32	31	34	32	33	32	36	33	32	32	35	33	29	31	29	30	29
MSpapaa 0.6664	38	40	38	38	40	40	44	43	41	41	41	42	41	39	39	40	42	41	38	40	40	40	38	43	44	40	39
MSpapaaa 0.0903	58	59	60	58	60	60	64	56	62	64	53	60	59	61	63	59	60	61	55	61	60	57	71	63	67	65	57
MSpapaaaa NA																											
MSpapaaap NA																											
MSpapaap 0.1119	52	53	53	54	56	54	54	53	54	52	54	55	52	55	56	53	54	53	50	54	52	52	58	59	60	57	50
MSpapaapa 0.5434																			110		123	113		116			103
MSpapaapaa NA																											
MSpapaapap NA																											
MSpapaapp NA																											
MSpapap 0.0993	48	49	47	45	49	49	49	48	47	52	47	50	49	51	47	51	49	46	52	49	52	51	45	50	46	48	44
MSpapapa 0.1685	108	107		126			92	109			109				114	111			113	122	104	109	137	102	126	111	128
MSpapapaa NA																											
MSpapapap NA																											
MSpapapp 0.0041	62	62	60	60	62	63	67	63	62	69	60	62	58	69	58	63	64	62	64	65	58	63	73	67	70	66	70
MSpapappa NA																											
MSpapappp NA																											
MSpapp 0.5285	43	43	37	39	42	42	44	41	40	46	43	44	42	43	41	43	41	42	45	42	41	44	41	44	37	43	40
MSpappa 0.0256	89	88	91	86	89	94	89	89	89	80	85	83	89	86	97	90	86	93	79	88	94	84	135	98	114	100	109
MSpappaa NA																											
MSpappap NA																										68	
MSpappapa NA																											
MSpappapp NA																											
MSpappp 5e-04	70	72	61	75	72	80	75	64	73	70	78	75	66	70	72	68	81	74	69	74	75	65	80	79	87	81	86
MSpapppa 0.3489		82		87				84							86	85			86	87	78	84		92		82	104
MSpapppaa NA																											
MSpapppap NA																											
MSpapppp NA				100											104				106	107	93	101		98			
MSpappppa NA																											
MSpappppp NA																											
MSpp 9e-04	30	28	29	31	32	27	29	29	28	27	29	28	28	28	29	30	29	30	27	25	28	30	26	26	25	23	26
MSppa 0.0457	34	31	32	31	32	34	33	32	31	30	32	32	32	31	31	33	33	32	33	32	32	34	29	32	27	27	30
MSppaa 0	40	40	36	39	42	37	38	40	38	39	37	39	39	38	40	38	40	41	39	37	38	40	35	34	34	34	35
MSppaaa 7e-04	48	47	45	46	47	49	44	46	46	47	46	50	47	46	48	44	45	48	47	44	45	46	45	45	46	45	44
MSppaaaa 0.8536				130											142				130	132	127	120	130	129		124	142
MSppaaaad NA																											
MSppaaaav NA																											
MSppaaap NA																											
MSppaap 0.3847	70	71	69	72	67	81	64	71	78	69	67	70	75	70	70	68	70	66	77	74	71	76	75	64	75	62	64
MSppaapa NA																											
MSppaapp NA																											
MSppap 0.0033	37	38	36	36	42	37	38	38	36	38	37	37	37	38	40	38	37	38	37	34	38	38	34	34	30	34	32
MSppapa 0	50	47	48	45	52	51	46	50	46	47	44	50	48	49	51	49	48	50	47	46	47	48	43	43	44	45	44
MSppapaa NA																											
MSppapaaa NA																											
MSppapaap NA																											
MSppapap NA																											
MSppapp 0.9543	56	54	56	54	63	60	59	56	57	57	53	63	56	58	57	59	58	63	60	59	57	60	67	54	54	59	56
MSppappa NA																											
MSppappp NA																											
MSppp 0.0358	32	30	32	33	34	34	35	32	32	32	32	34	34	32	31	33	31	33	33	33	31	34	29	32	26	27	30
MSpppa 0	41	40	39	41	42	42	38	43	41	41	41	44	44	40	48	41	46	43	42	40	44	46	38	39	39	38	37
MSpppaa 0.1645	63	61	59	65	67	69	72	68	63	64	63	65	65	64	72	66	66	67	67	60	62	67	63	66	68	74	73
MSpppaaa NA																											
MSpppaap NA																											
MSpppap 0.0413	79	72	70	72	76	80	79	73	70	73	70	78	70	72	67	71	73	71	74	69	65	71	80	72	75	78	78
MSpppapa NA																											
MSpppapp NA																					162						
MSpppp 5e-04	48	46	45	41	50	52	46	49	44	44	52	52	52	47	52	46	52	47	50	46	49	54	44	41	41	38	42
MSppppa 0.0135	62	58	56	61	63	62	59	54	60	55	57	60	58	61	56	59	60	63	60	59	59	59	66	67	71	76	84
MSppppaa NA																											
MSppppap NA																											
MSppppp 0.054	66	60	60	61	67	68	70	61	68	65	58	63	70	65	64	64	66	65	64	65	63	64	68	74	74	71	92
MSpppppa NA																											
MSpppppp NA																											
P0 NA																											
P1 NA															14												
P2 NA						18							19	16	17		18		19								
P3 0.0187	28	27	25		24	27	27	26	24	20	24	24	26	24	24	23	26	25	26	25	24	25	18	22	18	22	24
P4 0.0068	78	80	66	65	66	67	72	68	67	66	64	64	64	62	61	58	67	65	57	60	61	59	58		56	59	63
Z2 NA																											
Z3 NA																											
ABplaappppa NA																											
ABplaappppp NA																											
MSpppappa NA																											
MSpppappp NA																											
P NA																											
