"Cells","Fates","Times","CC_Defects","Pos_Defects","Angle_Defects","Cell_Count","Division_Count","Expression","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","MeanMaxPositionDev","MeanMeanPositionDev"
"MSpaapaap","death",319,0,1,0,3,0,4667,915,0,0,0,9,4.42638788243172,3.4732767842797
"MSpaapap",NA,231,0,0,2,4,4,3843,1121,0,0,0,0,2.88492289511307,1.70201136045343
"MSpaapapa","mc3DR",291,0,0,0,3,0,3843,1121,0,0,0,0,3.84977950590916,2.58205948837389
"MSpaapapp","vpi1",291,0,1,0,3,0,4691,1121,6,0,0,0,3.3959033124212,2.28798999124712
"MSpaapp","death",187,0,0,0,4,0,574,152,11,0,0,4,5.60069114926975,3.00184188104034
"MSpap",NA,113,0,0,0,4,4,445,0,0,0,0,0,4.2207296832158,2.52095456633474
"MSpapa",NA,146,0,0,3,4,4,445,669,0,0,0,0,4.61411385298264,2.96635725437619
"MSpapaa",NA,180,0,0,1,4,4,522,1328,0,0,0,0,3.77163436411347,2.44048241809089
"MSpapaaa",NA,222,0,0,0,4,4,522,1328,0,0,17,0,3.14522009980156,1.83360343141421
"MSpapaaaa","m4VR",283,0,0,0,4,0,522,1328,0,0,17,0,2.77351922937672,1.41283347388581
"MSpapaaap","m5VR",283,0,1,0,4,0,591,1328,0,0,17,0,3.67922669074178,2.39749582089804
"MSpapaap",NA,222,0,0,1,4,2,522,1328,0,0,0,0,3.22820767430412,1.98594463178954
"MSpapaapa",NA,277,0,0,0,4,0,522,1328,0,0,0,0,3.44462486219259,2.07392012380699
"MSpapaapaa","g1AR",400,0,0,0,NA,0,522,1328,0,0,0,0,NA,NA
"MSpapaapap","death",400,0,0,0,NA,0,522,1328,0,0,0,0,NA,NA
"MSpapaapp","m7VR",277,0,1,0,4,0,522,1328,0,0,0,0,4.65538720460785,3.00295175916747
"MSpapap",NA,180,0,0,0,4,4,568,1245,0,0,0,0,3.95207665767088,2.29711144426544
"MSpapapa",NA,231,0,0,0,4,4,568,1245,0,0,0,0,3.69976996105777,2.16205830994506
"MSpapapaa","g2R",343,0,1,0,2,0,572,1245,0,0,0,0,4.68606889528572,3.7469144288988
"MSpapapap","death",343,0,0,0,2,0,1291,1245,0,0,0,0,3.23377989293124,2.69233863918212
"MSpapapp",NA,231,0,0,0,4,4,568,1245,0,0,43,0,3.8796595796014,1.91377681871051
"MSpapappa","m6VR",295,0,1,0,4,0,568,1245,70,0,43,0,4.170216164706,2.95310439337243
"MSpapappp","vpi2DR",295,0,1,0,4,0,568,1245,0,0,43,0,4.13830825126555,3.01616946181565
"MSpapp",NA,146,0,0,1,4,4,445,990,0,0,0,0,4.64390020008161,2.93620126071399
"MSpappa",NA,189,0,0,0,4,4,653,990,0,0,0,0,5.29414098524497,2.62400033491812
"MSpappaa","mu_bod",279,0,1,0,4,0,847,990,216,0,0,0,6.41562298315182,4.18565139961636
"MSpappap","mu_bod",279,0,0,0,4,0,653,990,0,0,0,0,4.41379679920623,3.35201155567876
"MSpappp",NA,189,0,0,1,4,4,503,1289,0,0,0,87,3.74677969271159,2.0353549380442
"MSpapppa",NA,263,1,0,2,4,4,503,1289,0,0,0,87,3.10484374476662,2.07496053404375
"MSpapppaa","mu_bod",348,0,0,0,3,0,832,1289,0,0,0,87,3.67569587857747,3.255109742826
"MSpapppap","mu_bod",348,0,0,0,3,0,503,1289,0,0,0,87,3.07628638758593,2.66010107846373
"MSpapppp",NA,263,0,0,0,4,0,718,1289,0,0,0,87,3.16121027649079,2.13073392002457
"MSpappppa","mu_bod",400,0,0,0,NA,0,718,1289,0,0,0,87,NA,NA
"MSpappppp","mu_bod",400,0,0,0,NA,0,987,1289,0,0,0,87,NA,NA
"MSpp",NA,85,0,0,3,4,4,141,0,0,0,0,0,4.08042767106561,2.40849072073021
"MSppa",NA,116,0,0,1,4,4,418,0,0,0,0,0,3.21185117273174,2.23534664556724
"MSppaa",NA,150,0,0,1,4,4,418,0,0,0,0,0,6.173644774321,4.48231939369327
"MSppaaa",NA,190,0,0,2,4,4,418,0,0,0,0,0,5.68508039426696,3.82451743178478
"MSppaaaa",NA,238,0,0,0,4,0,418,0,4050,0,0,0,4.81045369225142,2.76005531253726
"MSppaaaad","GLRR",400,0,0,0,NA,0,418,0,4050,0,0,0,NA,NA
"MSppaaaav","GLRVR",400,0,0,0,NA,0,418,0,4050,0,0,0,NA,NA
"MSppaaap","mu_bod",238,0,1,0,4,0,418,0,3357,0,0,0,5.01059607670127,3.02230866564419
"MSppaap",NA,190,0,0,2,4,4,418,0,0,0,0,0,6.21193463071799,3.78477816534616
"MSppaapa","death",263,0,0,0,4,0,1142,0,0,0,0,0,4.4528847598069,2.42857230993743
"MSppaapp","mu_int_R",263,0,1,0,4,0,815,0,0,0,0,0,6.49709712929292,3.04269814669713
"MSppap",NA,150,0,0,3,4,4,418,0,0,0,0,0,4.9009855141822,3.44974662648359
"MSppapa",NA,189,0,0,0,4,4,418,0,0,0,0,0,4.58551412265956,3.34185153064456
"MSppapaa",NA,238,0,0,0,4,0,472,0,0,0,0,0,4.52094978719955,2.49234975365936
"MSppapaaa","ccAR",400,0,0,0,NA,0,472,0,0,0,0,0,NA,NA
"MSppapaap","ccPR",400,0,0,0,NA,0,472,0,0,0,0,0,NA,NA
"MSppapap","mu_bod",238,0,0,0,4,0,418,0,0,0,0,0,3.70703339646393,2.30321862772656
"MSppapp",NA,189,0,0,1,4,4,418,0,0,0,0,0,4.73753719229121,3.01957008865665
"MSppappa","mu_bod",248,0,1,0,4,0,418,0,0,0,63,0,5.16796676081743,2.9800610471418
"MSppappp","mu_bod",248,0,1,0,4,0,418,0,0,0,0,0,4.44723370739045,2.67829533051041
"MSppp",NA,116,0,0,2,4,4,408,0,0,0,0,0,4.2062847978106,2.71355721190326
"MSpppa",NA,150,0,0,1,4,4,408,0,0,0,0,0,5.09197701814164,3.70961043189673
"MSpppaa",NA,194,0,0,0,4,4,408,0,0,0,0,0,4.13926816371563,2.55206825779511
"MSpppaaa","death",261,0,0,0,4,0,766,0,0,0,0,0,6.86993725932345,3.57749533608425
"MSpppaap","Z1",261,0,0,0,4,0,694,0,0,0,0,0,5.64993304800079,3.76917012252579
"MSpppap",NA,194,0,0,0,4,4,493,0,0,0,0,0,4.16694269861633,2.43214858874328
"MSpppapa","death",268,0,1,0,4,0,1281,0,0,0,0,0,6.35915984073445,2.62528864824324
"MSpppapp","mu_bod",268,0,1,0,4,0,590,0,41,0,0,0,3.99686631681969,2.4148698355025
"MSpppp",NA,150,0,0,0,4,4,408,0,0,0,0,0,5.92453899346988,3.08779626627254
"MSppppa",NA,200,0,0,0,4,4,408,0,0,0,0,0,4.69229185828619,3.14575937233983
"MSppppaa","mu_bod",261,0,1,0,4,0,441,0,0,0,0,0,4.23035621203408,2.80600118351717
"MSppppap","mu_bod",261,0,1,0,4,0,408,0,0,0,0,0,3.67628133342518,2.26971146053491
"MSppppp",NA,200,0,0,0,4,4,408,0,0,0,0,0,5.66743591765779,4.01027570310745
"MSpppppa","mu_bod",266,0,2,0,4,0,408,0,0,0,0,0,6.13031938774589,4.31961996333061
"MSpppppp","mu_bod",266,0,1,0,4,0,408,0,0,0,0,0,5.07921362280743,3.72436067992232
"P0",NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"P1",NA,3,0,0,0,1,4,0,0,0,0,0,0,5.36287172738969,4.42614345546825
"P2",NA,23,0,0,0,4,4,0,0,0,0,0,0,7.3342570804197,5.61996308786698
"P3",NA,49,0,0,1,4,4,0,0,0,0,0,0,6.54419305471825,4.12789817111396
"P4",NA,75,0,0,0,4,1,74,0,0,0,0,0,8.29579629087897,4.39501963929494
"Z2","Z2",142,0,0,0,4,0,401,0,0,0,0,0,6.48510728256357,3.41801088907722
"Z3","Z3",142,0,0,0,4,0,396,0,0,0,0,0,5.39640945776612,2.49337626728956
"ABplaappppa",NA,NA,0,0,0,NA,0,196,0,0,8,0,0,NA,NA
"ABplaappppp",NA,NA,0,0,0,NA,0,196,0,0,8,0,0,NA,NA
"MSpppappa",NA,NA,0,0,0,NA,0,590,0,41,0,0,0,NA,NA
"MSpppappp",NA,NA,0,0,0,NA,0,590,0,41,0,0,0,NA,NA
"P",NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
