"Cells","CellNames.Cells.","CellTimes.Cells.","X1","X2","X3","X4","X20221004_JIM712_ceh.32_L4","X20221004_JIM712_ceh.32_L2","X20220915_JIM712_ceh.32_L4","X20220923_JIM712_ceh.32_L4","X20220915_JIM712_ceh.32_L4.1","X20220923_JIM712_ceh.32_L4.1","X20221004_JIM712_ceh.32_L2.1","X20221004_JIM712_ceh.32_L4.1"
"ABplpappap","death",213,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABplpappp",NA,168,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapppa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapppaa","K",299,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplpapppap","K'",299,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplpapppp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpappppa","PVT",304,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplpappppp","rect_D",304,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplpp",NA,75,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppa",NA,104,0,0,0,0,0,0,0,0,0,0,1,0
"ABplppaa",NA,136,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaaa",NA,179,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaaaa",NA,235,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaaaaa","SIBDL",297,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppaaaap",NA,297,0,0,0,0,0,0,0,0,1,0,1,0
"ABplppaaaapa","death",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABplppaaaapp","RICL",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABplppaaap","death",235,NA,NA,NA,NA,0,0,0,0,0,1,1,0
"ABplppaap",NA,179,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaapa",NA,231,0,0,0,1,0,0,0,1,0,0,0,0
"ABplppaapaa","death",317,NA,NA,NA,NA,0,0,0,1,1,0,1,0
"ABplppaapap","RIML",317,NA,NA,NA,NA,0,0,0,1,1,0,1,0
"ABplppaapp",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaappa","AIAL",310,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppaappp","DB6",310,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppap",NA,136,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppapa",NA,176,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppapaa",NA,227,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppapaaa",NA,296,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppapaaaa","SABVL",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABplppapaaap","RIFL",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABplppapaap","SABD",296,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppapap",NA,227,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppapapa","DA2",315,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppapapp","DA4",315,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppapp",NA,176,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppappa",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppappaa","RIGL",309,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppappap","DD1",309,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppappp",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppapppa","DD3",320,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppapppp","DD5",320,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppp",NA,104,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpppa",NA,135,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpppaa",NA,173,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpppaaa",NA,223,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpppaaaa","DA9",304,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplpppaaap","DA6",304,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplpppaap",NA,223,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpppaapa",NA,300,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplpppaapaa","PVCL",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABplpppaapap","LUAL",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABplpppaapp","PHAL",300,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABplpppap",NA,173,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpppapa",NA,223,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpppapaa","PHshL",278,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplpppapap","hyp8/9",278,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplpppapp","death",223,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABplpppp",NA,135,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppppa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppppaa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppppaaa","PVPL",293,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplppppaap","rect_VL",293,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplppppap",NA,219,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppppapa","U",292,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplppppapp","F",292,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplppppp",NA,171,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpppppa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpppppaa","mu_int_L",313,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABplpppppap","mu_anal",313,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplpppppp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppppppa","spike",293,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABplppppppp","hyp10",293,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABpr",NA,43,0,0,0,0,0,0,0,0,0,0,0,0
"ABpra",NA,56,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraa",NA,75,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaaa",NA,177,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaaaa",NA,232,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaaaaa","AVER",316,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABpraaaaaap","OLQshVR",316,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABpraaaaap",NA,232,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaaapd","OLLshR",327,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABpraaaaapv","death",327,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABpraaaap",NA,177,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaapa",NA,224,0,0,0,1,0,0,0,1,0,0,0,0
"ABpraaaapad","RMDR",303,NA,NA,NA,NA,0,0,0,1,0,0,0,1
"ABpraaaapav","AFDR",303,NA,NA,NA,NA,0,0,0,1,0,0,0,1
"ABpraaaapp",NA,224,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaappa","death",293,NA,NA,NA,NA,0,0,0,0,0,1,0,0
"ABpraaaappp",NA,293,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaapppa","ASKR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABpraaaapppp","death",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABpraaap",NA,134,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapaa",NA,224,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapaad","ADLR",309,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"ABpraaapaav","death",309,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABpraaapap",NA,224,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapapa",NA,299,0,0,0,0,0,0,0,0,0,0,1,0
"ABpraaapapaa","OLLR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABpraaapapap","death",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABpraaapapp","death",299,NA,NA,NA,NA,0,0,0,0,0,1,1,0
"ABpraaapp",NA,172,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaappa",NA,215,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaappaa","ADFR",295,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABpraaappap","AWBR",295,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABpraaappp",NA,215,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapppa",NA,269,0,0,0,0,0,0,0,0,1,0,1,0
"ABpraaapppaa","ASER",359,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA
"ABpraaapppap","death",359,NA,NA,NA,NA,0,0,0,0,NA,NA,1,NA
"ABpraaapppp",NA,269,0,0,0,0,0,0,0,0,1,0,0,0
"ABpraaappppa","ASJR",349,NA,NA,NA,NA,0,0,0,0,1,NA,1,NA
"ABpraaappppp","AUAR",349,NA,NA,NA,NA,0,0,0,0,1,NA,1,NA
"ABpraap",NA,102,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapa",NA,133,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapaa",NA,173,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapaaa",NA,224,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapaaaa","hyp3",307,NA,NA,NA,NA,0,0,0,0,0,1,1,1
"ABpraapaaap","ILsoDR",307,NA,NA,NA,NA,0,0,0,0,0,1,1,1
"ABpraapaap",NA,224,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapaapa","URBR",295,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"ABpraapaapp","AMshR",295,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"ABpraapap",NA,173,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapapa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapapaa","AWAR",309,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABpraapapap","ASGR",309,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABpraapapp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapappa","AIBR",287,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABpraapappp",NA,287,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapapppa","ASIR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABpraapapppp","death",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABpraapp",NA,133,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraappa",NA,169,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraappaa","hyp4",225,NA,NA,NA,1,0,0,0,1,0,0,1,0
"ABpraappaaa",NA,400,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
"ABpraappaap",NA,400,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
"ABpraappap","hyp6",225,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABpraappp",NA,169,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapppa","hyp7",218,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABpraapppp","hyp7",218,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprap",NA,75,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaa",NA,133,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaaa",NA,174,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaaaa",NA,225,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaaaaa","death",307,NA,NA,NA,NA,0,0,0,0,0,1,0,0
"ABprapaaaap",NA,307,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaaaapa","ADER",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapaaaapp","ADAR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapaaap",NA,225,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaaapa",NA,303,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprapaaapad","FLPR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapaaapav","AIZR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapaaapp","RMGR",303,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"ABprapaap",NA,174,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaapa","W",230,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprapaapp","P1/2R",230,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprapap",NA,133,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapapa",NA,170,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapapaa",NA,222,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprapapaaa","QR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapapaap","V5R",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapapap","P9/10R",222,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprapapp",NA,170,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapappa","P12",219,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprapappp",NA,219,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapapppa","death",310,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprapapppp",NA,310,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapappppa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapappppaa","PLMR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapappppap","ALNR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapappppp","death",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapp",NA,102,0,0,0,0,0,0,0,0,0,0,0,0
"ABprappa",NA,133,0,0,0,0,0,0,0,0,0,0,0,0
"ABprappaa",NA,174,0,0,0,0,0,0,0,0,0,0,0,0
"ABprappaaa","P3/4R",226,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprappaap","P5/6R",226,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprappap",NA,174,0,0,0,0,0,0,0,0,0,0,0,0
"ABprappapa","V3R",226,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"ABprappapp","P7/8R",226,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprappp",NA,133,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapppa",NA,176,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapppaa",NA,233,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapppaaa","PVQR",333,NA,NA,NA,NA,0,0,0,0,0,0,0,NA
"ABprapppaap","death",333,NA,NA,NA,NA,0,0,0,0,0,0,1,NA
"ABprapppap",NA,233,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapppapa","death",306,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprapppapp",NA,306,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapppappa","HSNR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapppappp","PHRB",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprapppp",NA,176,0,0,0,0,0,0,0,0,0,0,0,0
"ABprappppa","hyp7",233,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprappppp","TR",233,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprp",NA,56,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpa",NA,75,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaa",NA,103,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaa",NA,135,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaaa",NA,173,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaaaa",NA,221,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaaaaa","SAAVR",301,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprpaaaaap","AWCR",301,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprpaaaap",NA,221,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaaapa","G1",291,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprpaaaapp","DB3/1",291,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"ABprpaaap",NA,173,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaapa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaapaa","URAVR",317,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpaaapap","CEPshVR",317,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprpaaapp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaappa",NA,290,0,0,0,0,0,0,0,0,0,0,1,0
"ABprpaaappaa","OLQVR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprpaaappap","death",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprpaaappp","URYVR",290,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpaap",NA,135,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaapa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaapaa",NA,223,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaapaaa","RIVR",301,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"ABprpaapaap","AVBR",301,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprpaapap",NA,223,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaapapa","AMsoR",301,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprpaapapp","CEMVR",301,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpaapp",NA,172,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaappa",NA,220,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaappaa","ASHR",293,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprpaappap","RIBR",293,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"ABprpaappp",NA,220,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaapppa","AIMR",291,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprpaapppp",NA,291,0,0,0,0,0,0,0,0,1,0,0,0
"ABprpaappppa","CEPVR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprpaappppp","death",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprpap",NA,103,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapaa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapaaa",NA,226,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapaaaa","SMDDR",305,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"ABprpapaaap","AIYR",305,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpapaap",NA,226,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapaapa","SIADR",305,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpapaapp","SIBVR",305,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpapap",NA,172,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapapa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapapaa","exc_gl_R",291,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"ABprpapapap","AVKR",291,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprpapapp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapappa","SIAVR",293,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpapappp","DA8",293,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpapp",NA,134,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappa",NA,170,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappaa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappaaa","RIH",287,NA,NA,NA,NA,0,0,0,0,1,0,1,1
"ABprpappaap","AVL",287,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpappap",NA,219,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappapa","RIS",289,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpappapp","DB4",289,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpappp",NA,170,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapppa",NA,220,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapppaa","RIR",295,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpapppap","AVG",295,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpapppp",NA,220,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappppa","virR",292,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpappppp","virL",292,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprpp",NA,75,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppa",NA,104,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaa",NA,137,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaaa",NA,179,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaaaa",NA,235,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaaaaa","SIBDR",298,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppaaaap",NA,298,0,0,0,0,0,0,0,0,1,0,1,0
"ABprppaaaapa","death",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprppaaaapp","RICR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprppaaap","death",235,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprppaap",NA,179,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaapa",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaapaa","death",317,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppaapap","RIMR",317,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppaapp",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaappa","AIAR",309,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppaappp","DB7",309,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppap",NA,137,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppapa",NA,176,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppapaa",NA,226,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppapaaa",NA,297,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppapaaaa","SABVR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprppapaaap","RIFR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprppapaap","DA1",297,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppapap",NA,226,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppapapa","DA3",319,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppapapp","DA5",319,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppapp",NA,176,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppappa",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppappaa","RIGR",309,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppappap","DD2",309,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppappp",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppapppa","DD4",323,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppapppp","DD6",323,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprppp",NA,104,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppa",NA,135,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppaa",NA,173,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppaaa",NA,224,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppaaaa","PDA/Y",303,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"ABprpppaaap","DA7",303,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprpppaap",NA,224,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppaapa",NA,304,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprpppaapaa","PVCR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprpppaapap","LUAR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABprpppaapp","PHAR",304,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprpppap",NA,173,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppapa",NA,225,0,1,0,0,0,1,0,0,0,0,0,0
"ABprpppapaa","PHshR",280,NA,NA,NA,NA,0,1,0,0,1,0,0,0
"ABprpppapap","hyp8/9",280,NA,NA,NA,NA,0,1,0,0,1,0,0,0
"ABprpppapp","death",225,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprpppp",NA,135,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppppa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppppaa",NA,220,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppppaaa","PVPR",294,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprppppaap","rect_VR",294,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprppppap",NA,220,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppppapa","B",291,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprppppapp","DVA",291,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprppppp",NA,172,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppppa",NA,223,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppppaa","mu_bod",310,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprpppppap","mu_sph",310,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"ABprpppppp",NA,223,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppppppa","spike",293,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABprppppppp","hyp10",293,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"C",NA,49,0,0,0,0,0,0,0,0,0,0,0,0
"Ca",NA,67,0,0,0,0,0,0,0,0,0,0,0,0
"Caa",NA,94,0,0,0,0,0,0,0,0,0,0,0,0
"Caaa",NA,128,0,0,0,0,0,0,0,0,0,0,0,0
"Caaaa",NA,168,0,0,0,0,0,0,0,0,0,0,0,0
