paste.Cells..round.CC_Dif_pValues..4..	X20110316_mir.1_L3	X20110316_mir.1_L2	X20110203_RW10890_pal.1_L4	X20110125_RW10890_pal.1_L3	X20110125_RW10890_pal.1_L4	X20101213_RW10889_pal.1_L2	X20101213_RW10889_pal.1_L3	X20110209_UP2051_mls.2_L1	X20110209_UP2051_mls.2_L2	X20110209_UP2051_mls.2_L3	X20110225_NX68_L3	X20110408_RW10425_pha.4_L2	X20110927_RW11144_L4	X20110929_ceh.43_L1	X20110726_RW10713_L1	X20110731_RW10434_L1	X20111116_RW10226_L4	X20110916_ceh.36_L1	X20120426_JIM122_L2	X20120612_JIM127_L4	X20120331_RW10871_L4	X20120807_mir.57_L4	X20110316_mir.1_L3.1	X20110316_mir.1_L2.1	X20110203_RW10890_pal.1_L4.1	X20110125_RW10890_pal.1_L3.1	X20110125_RW10890_pal.1_L4.1	X20101213_RW10889_pal.1_L2.1	X20101213_RW10889_pal.1_L3.1	X20110209_UP2051_mls.2_L1.1	X20110209_UP2051_mls.2_L2.1	X20110209_UP2051_mls.2_L3.1	X20110225_NX68_L3.1	X20110408_RW10425_pha.4_L2.1	X20110927_RW11144_L4.1	X20110929_ceh.43_L1.1	X20110726_RW10713_L1.1	X20110731_RW10434_L1.1	X20111116_RW10226_L4.1	X20110916_ceh.36_L1.1	X20120426_JIM122_L2.1	X20120612_JIM127_L4.1	X20120331_RW10871_L4.1	X20120807_mir.57_L4.1
ABplpaaapp 1	-5	-3	-1	-3	-3	3	4	2	-1	-3	3	0	2	0	0	2	2	0	-3	6	-2	-1	-5	-3	-1	-3	-3	3	4	2	-1	-3	3	0	2	0	0	2	2	0	-3	6	-2	-1
ABplpaaappa 1																			4		-4	0																			4		-4	0
ABplpaaappaa NA																																												
ABplpaaappap NA																																												
ABplpaaappp NA																																												
ABplpaap 1	1	1	1	-1	0	1	-1	0	-1	-1	1	-2	0	-2	-1	-1	3	-1	-2	-1	4	0	1	1	1	-1	0	1	-1	0	-1	-1	1	-2	0	-2	-1	-1	3	-1	-2	-1	4	0
ABplpaapa 1	-3	-2	1	-2	-2	2	2	0	1	0	1	-1	0	2	3	0	-1	-1	1	0	-1	2	-3	-2	1	-2	-2	2	2	0	1	0	1	-1	0	2	3	0	-1	-1	1	0	-1	2
ABplpaapaa 1	-1	-1	1	2	5	3	8	-5	-4	-1	-2	-2	-5	6	-3	-1	-1	-2	10	0	-1	-3	-1	-1	1	2	5	3	8	-5	-4	-1	-2	-2	-5	6	-3	-1	-1	-2	10	0	-1	-3
ABplpaapaaa NA																																												
ABplpaapaap NA																																												
ABplpaapap 1	5	-2	3	-1	-1	0	3	9	-1	0	-1	2	-3	4	-6	-2	4	-2	0	0	-4	-7	5	-2	3	-1	-1	0	3	9	-1	0	-1	2	-3	4	-6	-2	4	-2	0	0	-4	-7
ABplpaapapa NA																																												
ABplpaapapp NA																																												
ABplpaapp 1	-4	-1	4	-3	0	2	0	-1	2	0	0	1	-2	0	4	-1	-1	0	1	-1	-2	1	-4	-1	4	-3	0	2	0	-1	2	0	0	1	-2	0	4	-1	-1	0	1	-1	-2	1
ABplpaappa 1	-1	-2	7	-1	0	-1	-4	2	2	-1	-2	-1	-3	5	-2	0	6	1	-1	-1	-3	-2	-1	-2	7	-1	0	-1	-4	2	2	-1	-2	-1	-3	5	-2	0	6	1	-1	-1	-3	-2
ABplpaappaa NA																																												
ABplpaappap NA																																												
ABplpaappp 1	2	0	5	0	-3	1	-5	1	3	0	-2	-3	-2	4	1	-1	5	-1	-3	0	-2	0	2	0	5	0	-3	1	-5	1	3	0	-2	-3	-2	4	1	-1	5	-1	-3	0	-2	0
ABplpaapppa NA																																												
ABplpaapppp 1																			3		-4	1																			3		-4	1
ABplpaappppa NA																																												
ABplpaappppp NA																																												
ABplpap 1	1	0	0	-2	1	-1	-2	0	-1	0	1	0	1	0	0	1	0	1	0	-2	1	1	1	0	0	-2	1	-1	-2	0	-1	0	1	0	1	0	0	1	0	1	0	-2	1	1
ABplpapa 1	-1	-1	0	-2	-1	1	2	0	2	0	2	-1	-1	-2	0	0	0	0	1	-2	2	1	-1	-1	0	-2	-1	1	2	0	2	0	2	-1	-1	-2	0	0	0	0	1	-2	2	1
ABplpapaa 1	-2	-1	-2	-1	-1	2	3	1	-1	1	0	2	-4	1	1	1	0	-2	-2	0	0	3	-2	-1	-2	-1	-1	2	3	1	-1	1	0	2	-4	1	1	1	0	-2	-2	0	0	3
ABplpapaaa 1	0	1	10	3	-1	-1	-4	3	-21	5	-1	0	1	-3	1	-5	2	-2	3	7	0	3	0	1	10	3	-1	-1	-4	3	-21	5	-1	0	1	-3	1	-5	2	-2	3	7	0	3
ABplpapaaaa NA																																												
ABplpapaaap NA																																												
ABplpapaap 1	-2	2	7	0	0	0	-5	-3	2	-1	-1	3	-2	10	-4	1	-2	1	3	1	-6	-3	-2	2	7	0	0	0	-5	-3	2	-1	-1	3	-2	10	-4	1	-2	1	3	1	-6	-3
ABplpapaapa NA																																												
ABplpapaapp NA																																												
ABplpapap 1	-2	1	0	-1	-1	2	2	3	1	-1	0	0	-1	-1	-1	1	-2	0	-2	1	0	1	-2	1	0	-1	-1	2	2	3	1	-1	0	0	-1	-1	-1	1	-2	0	-2	1	0	1
ABplpapapa 1	-1	-4	3	0	2	3	7	-1	4	0	-1	1	-2	0	-1	-3	1	-4	-2	0	-1	-2	-1	-4	3	0	2	3	7	-1	4	0	-1	1	-2	0	-1	-3	1	-4	-2	0	-1	-2
ABplpapapaa NA																																												
ABplpapapap NA																																												
ABplpapapp 1	2	0	6	-2	-2	-2	1	2	1	-4	-1	-4	3	5	0	-3	7	-3	0	3	-1	-8	2	0	6	-2	-2	-2	1	2	1	-4	-1	-4	3	5	0	-3	7	-3	0	3	-1	-8
ABplpapappa NA																																												
ABplpapappp NA																																												
ABplpapp 1	-2	0	1	-1	-1	0	1	-2	1	1	3	-1	0	-1	-1	-1	-1	-1	0	-1	1	1	-2	0	1	-1	-1	0	1	-2	1	1	3	-1	0	-1	-1	-1	-1	-1	0	-1	1	1
ABplpappa 1	0	1	-1	-3	0	1	1	0	1	1	1	-2	-1	1	4	-1	-3	2	0	0	2	0	0	1	-1	-3	0	1	1	0	1	1	1	-2	-1	1	4	-1	-3	2	0	0	2	0
ABplpappaa 1	-3	-11	2	1	3	4	3	2	-4	3	0	0	-2	0	0	-2	1	4	-1	2	-3	1	-3	-11	2	1	3	4	3	2	-4	3	0	0	-2	0	0	-2	1	4	-1	2	-3	1
ABplpappaaa NA																																												
ABplpappaap NA																																												
ABplpappap NA																																												
ABplpappp 1	-1	-1	1	-1	-1	5	1	1	-3	2	6	-4	-3	-1	6	-3	0	0	3	-3	0	-4	-1	-1	1	-1	-1	5	1	1	-3	2	6	-4	-3	-1	6	-3	0	0	3	-3	0	-4
ABplpapppa 1	2	-1	5	-4	-1	6	4	-1	2	4	1	-3	-2	5	-3	-1	4	-5	-5	-5	-5	3	2	-1	5	-4	-1	6	4	-1	2	4	1	-3	-2	5	-3	-1	4	-5	-5	-5	-5	3
ABplpapppaa NA																																												
ABplpapppap NA																																												
ABplpapppp 1	-1	-1	7	-1	3	6	5	-4	-1	9	-2	4	-5	0	-1	-2	-2	-5	2	-4	-3	-5	-1	-1	7	-1	3	6	5	-4	-1	9	-2	4	-5	0	-1	-2	-2	-5	2	-4	-3	-5
ABplpappppa NA																																												
ABplpappppp NA																																												
ABplpp 1	1	-1	0	-2	1	-2	0	0	-1	0	1	3	3	-1	0	1	-1	1	-2	-2	0	1	1	-1	0	-2	1	-2	0	0	-1	0	1	3	3	-1	0	1	-1	1	-2	-2	0	1
ABplppa 1	1	2	-3	-2	3	-2	1	0	0	1	3	-1	-2	0	-1	1	1	0	-1	0	0	0	1	2	-3	-2	3	-2	1	0	0	1	3	-1	-2	0	-1	1	1	0	-1	0	0	0
ABplppaa 1	0	0	1	-3	1	5	5	0	-2	0	3	-1	-2	-3	2	0	-1	-3	-2	-2	2	0	0	0	1	-3	1	5	5	0	-2	0	3	-1	-2	-3	2	0	-1	-3	-2	-2	2	0
ABplppaaa 1	1	-1	1	0	2	0	2	-1	0	3	1	-2	-3	-2	0	0	-2	-1	1	1	-1	2	1	-1	1	0	2	0	2	-1	0	3	1	-2	-3	-2	0	0	-2	-1	1	1	-1	2
ABplppaaaa 1	1	-2	-1	-1	3	4	-2	4	0	0	0	0	-1	-2	-3	-1	-2	-1	0	2	-1	3	1	-2	-1	-1	3	4	-2	4	0	0	0	0	-1	-2	-3	-1	-2	-1	0	2	-1	3
ABplppaaaaa NA																																												
ABplppaaaap 1															0				9		-14	5															0				9		-14	5
ABplppaaaapa NA																																												
ABplppaaaapp NA																																												
ABplppaaap NA																																												
ABplppaap 1	1	0	0	0	2	-1	2	-1	0	0	-1	-1	-1	-1	2	-1	-1	0	1	-1	1	0	1	0	0	0	2	-1	2	-1	0	0	-1	-1	-1	-1	2	-1	-1	0	1	-1	1	0
ABplppaapa 1	-8	4	2	-2	3	5		-2	9	1	-5	-1	-2	1	-5	-3	6	0	-2	0	-2	-1	-8	4	2	-2	3	5		-2	9	1	-5	-1	-2	1	-5	-3	6	0	-2	0	-2	-1
ABplppaapaa NA																																												
ABplppaapap NA																																												
ABplppaapp 1	-5	-5	4	1	13	0	3	1	1	-2	-3	1	0	5	1	-4	-3	-4	-1	6	-2	-6	-5	-5	4	1	13	0	3	1	1	-2	-3	1	0	5	1	-4	-3	-4	-1	6	-2	-6
ABplppaappa NA																																												
ABplppaappp NA																																												
ABplppap 1	0	-1	1	-2	0	2	3	2	0	0	2	-5	-1	-3	0	1	2	-1	-2	-2	3	0	0	-1	1	-2	0	2	3	2	0	0	2	-5	-1	-3	0	1	2	-1	-2	-2	3	0
ABplppapa 1	-1	0	-1	-2	1	0	2	-1	2	1	1	1	-2	-1	0	0	0	2	1	1	-2	-1	-1	0	-1	-2	1	0	2	-1	2	1	1	1	-2	-1	0	0	0	2	1	1	-2	-1
ABplppapaa 1	3	0	1	-1	-1	0	2	1	3	-1	-2	-2	1	2	-4	-2	-1	2	-1	1	0	-3	3	0	1	-1	-1	0	2	1	3	-1	-2	-2	1	2	-4	-2	-1	2	-1	1	0	-3
ABplppapaaa NA																																												
ABplppapaaaa NA																																												
ABplppapaaap NA																																												
ABplppapaap NA																																												
ABplppapap 1	-4	1	2	-2	5	-7		7	-1	3	-1	3	8	-2	-1	0	5	-5	-6	3	-2	-3	-4	1	2	-2	5	-7		7	-1	3	-1	3	8	-2	-1	0	5	-5	-6	3	-2	-3
ABplppapapa NA																																												
ABplppapapp NA																																												
ABplppapp 1	-3	-1	-1	-2	5	1	3	1	1	2	-1	3	-4	0	-1	-2	-1	-1	3	2	-1	-1	-3	-1	-1	-2	5	1	3	1	1	2	-1	3	-4	0	-1	-2	-1	-1	3	2	-1	-1
ABplppappa 1	-1	-1	4	-5	-2	-2	3	6	1	1	-3	-2	4	4	-2	-2	5	-4	-3	-2	-2	1	-1	-1	4	-5	-2	-2	3	6	1	1	-3	-2	4	4	-2	-2	5	-4	-3	-2	-2	1
ABplppappaa NA																																												
ABplppappap NA																																												
ABplppappp 1	5	-1		-3	6	-6		0	3	2	-5	-1	5	14	-9	2	-2	1	-4	9	-7	-9	5	-1		-3	6	-6		0	3	2	-5	-1	5	14	-9	2	-2	1	-4	9	-7	-9
ABplppapppa NA																																												
ABplppapppp NA																																												
ABplppp 1	1	1	-1	-1	2	-2	-1	1	0	-1	3	-1	0	-1	-1	0	1	0	-1	-2	2	0	1	1	-1	-1	2	-2	-1	1	0	-1	3	-1	0	-1	-1	0	1	0	-1	-2	2	0
ABplpppa 1	1	1	0	-2	-1	-1	2	0	0	2	2	-2	-1	-1	0	0	1	1	-2	-2	2	1	1	1	0	-2	-1	-1	2	0	0	2	2	-2	-1	-1	0	0	1	1	-2	-2	2	1
ABplpppaa 1	-3	0	-1	0	3	6	2	-1	0	-2	0	-1	0	-1	0	0	-1	-3	1	1	1	0	-3	0	-1	0	3	6	2	-1	0	-2	0	-1	0	-1	0	0	-1	-3	1	1	1	0
ABplpppaaa 1	-6	2	7	2	-8	-2	3	-3	-1	6	-3	-2	-1	4	-3	3	7	-4	4	1	-1	-6	-6	2	7	2	-8	-2	3	-3	-1	6	-3	-2	-1	4	-3	3	7	-4	4	1	-1	-6
ABplpppaaaa NA																																												
ABplpppaaap NA																																												
ABplpppaap 1	1	2	9	-5	-2	-2	0	1	4	0	-3	-3	-1	0	-1	1	2	-4	0	-1	0	1	1	2	9	-5	-2	-2	0	1	4	0	-3	-3	-1	0	-1	1	2	-4	0	-1	0	1
ABplpppaapa NA																																												
ABplpppaapaa NA																																												
ABplpppaapap NA																																												
ABplpppaapp NA																																												
ABplpppap 1	-3	0	2	-2	5	3	2	0	-2	1	0	1	-2	0	1	0	0	-2	-1	0	-1	-2	-3	0	2	-2	5	3	2	0	-2	1	0	1	-2	0	1	0	0	-2	-1	0	-1	-2
ABplpppapa 1	1	-2	0	1	2	-1	3	1	2	7	-2	-3	0	-1	-2	-4	1	-2	1	-3	2	-1	1	-2	0	1	2	-1	3	1	2	7	-2	-3	0	-1	-2	-4	1	-2	1	-3	2	-1
ABplpppapaa NA																																												
ABplpppapap NA																																												
ABplpppapp NA																																												
ABplpppp 1	2	2	-1	-1	0	0	1	0	1	1	0	-1	-1	-1	1	-1	1	-1	-3	-1	1	0	2	2	-1	-1	0	0	1	0	1	1	0	-1	-1	-1	1	-1	1	-1	-3	-1	1	0
ABplppppa 1	-1	-2	1	-2	1	0	1	-1	0	1	1	-1	-2	-2	1	1	0	1	0	1	1	2	-1	-2	1	-2	1	0	1	-1	0	1	1	-1	-2	-2	1	1	0	1	0	1	1	2
ABplppppaa 1	4	-2	9	2	-1	-1	0	1	7	2	-3	3	-7	-6	-6	-1	4	-4	0	0	-1	-2	4	-2	9	2	-1	-1	0	1	7	2	-3	3	-7	-6	-6	-1	4	-4	0	0	-1	-2
ABplppppaaa NA																																												
ABplppppaap NA																																												
ABplppppap 1	3	-3	8	2	-4	2	4	-2	3	-3	4	0	-1	-1	-6	-2	0	-2	-1	4	-2	0	3	-3	8	2	-4	2	4	-2	3	-3	4	0	-1	-1	-6	-2	0	-2	-1	4	-2	0
ABplppppapa NA																																												
ABplppppapp NA																																												
ABplppppp 1	-3	-3	1	-2	4	0	4	2	0	0	3	-2	0	-1	-2	4	-1	-2	-1	-1	0	0	-3	-3	1	-2	4	0	4	2	0	0	3	-2	0	-1	-2	4	-1	-2	-1	-1	0	0
ABplpppppa 1	-3	-3	4	-3	-4	-2	1	1	-2		12	-3	-4	25	-5	4		-7	-2	0	-2	-9	-3	-3	4	-3	-4	-2	1	1	-2		12	-3	-4	25	-5	4		-7	-2	0	-2	-9
ABplpppppaa NA																																												
ABplpppppap NA																																												
ABplpppppp 1	-1	0	6	6	4	-5	1	4	7	1	0	1	3	-4	0	-5	-2	-8	-9	-3	-1	5	-1	0	6	6	4	-5	1	4	7	1	0	1	3	-4	0	-5	-2	-8	-9	-3	-1	5
ABplppppppa NA																																												
ABplppppppp NA																																												
ABpr 1	3	-6	3		-3	2	1	3	-3	-7	-6	-5	3	1	3	3	3	2	1	2	2	-2	3	-6	3		-3	2	1	3	-3	-7	-6	-5	3	1	3	3	3	2	1	2	2	-2
ABpra 1	3	2	0	-6	0	1	0	0	1	0	1	0	-1	0	-1	1	0	0	0	-1	1	0	3	2	0	-6	0	1	0	0	1	0	1	0	-1	0	-1	1	0	0	0	-1	1	0
ABpraa 1	3	0	-2	-2	1	-2	-2	0	-1	0	4	0	3	-1	0	-1	-1	0	-2	-2	3	1	3	0	-2	-2	1	-2	-2	0	-1	0	4	0	3	-1	0	-1	-1	0	-2	-2	3	1
ABpraaa 1	0	1	-2	-2	-1	0	-2	0	-1	0	2	-1	-1	-1	1	3	1	1	1	-1	0	0	0	1	-2	-2	-1	0	-2	0	-1	0	2	-1	-1	-1	1	3	1	1	1	-1	0	0
ABpraaaa 1	2	-1	0	-3	-2	1	2	-3	-3	-1	2	0	-2	0	2	0	2	1	0	0	2	-1	2	-1	0	-3	-2	1	2	-3	-3	-1	2	0	-2	0	2	0	2	1	0	0	2	-1
ABpraaaaa 1	-3	0	6	-1	-1	5	2	-1	0	-2	-3	3	-3	-2	-1	2	-2	6	0	-2	0	-1	-3	0	6	-1	-1	5	2	-1	0	-2	-3	3	-3	-2	-1	2	-2	6	0	-2	0	-1
ABpraaaaaa 1	-1	1		0	-4	3	-1	8	-4	-1	-4	1	0	15	0	-1	0	-4	-2	-2	-3	-2	-1	1		0	-4	3	-1	8	-4	-1	-4	1	0	15	0	-1	0	-4	-2	-2	-3	-2
ABpraaaaaaa NA																																												
ABpraaaaaap NA																																												
ABpraaaaap 1	-2	0		4	2		-6	6	-3	-5	-6	4	10	6	4	5	0	-2	-7	-2	-2	-5	-2	0		4	2		-6	6	-3	-5	-6	4	10	6	4	5	0	-2	-7	-2	-2	-5
ABpraaaaapd NA																																												
ABpraaaaapv NA																																												
ABpraaaap 1	-3	-1	-2	2	0	1	0	1	0	2	-1	-1	-2	0	0	-2	1	3	1	0	0	2	-3	-1	-2	2	0	1	0	1	0	2	-1	-1	-2	0	0	-2	1	3	1	0	0	2
ABpraaaapa 1	3	-3	-1	-3	-3	4	3	6	4	6	0	-1	-2	1	-1	-1	4	-5	-5	-4	-1	-3	3	-3	-1	-3	-3	4	3	6	4	6	0	-1	-2	1	-1	-1	4	-5	-5	-4	-1	-3
ABpraaaapad NA																																												
ABpraaaapav NA																																												
ABpraaaapp 1	0	0	-5	0	2	4	-3	-1	4	0	-4	1	-4	2	9	1	0	1	-3	-1	-1	-1	0	0	-5	0	2	4	-3	-1	4	0	-4	1	-4	2	9	1	0	1	-3	-1	-1	-1
ABpraaaappa NA																																												
ABpraaaappp 1																			-3		3	0																			-3		3	0
ABpraaaapppa NA																																												
ABpraaaapppp NA																																												
ABpraaap 1	1	0	0	-2	-1	1	0	-1	-1	0	2	-1	-1	-1	0	-1	1	1	1	0	2	0	1	0	0	-2	-1	1	0	-1	-1	0	2	-1	-1	-1	0	-1	1	1	1	0	2	0
ABpraaapa 1	-2	-3	-2	-1	1	4	1	0	2	-1	2	0	-1	1	-1	-1	-2	0	0	2	2	1	-2	-3	-2	-1	1	4	1	0	2	-1	2	0	-1	1	-1	-1	-2	0	0	2	2	1
ABpraaapaa 1	0	-6	9	1	4	3	0	1	7	-2	3	0	1	1	-7	-2	-3	-1	-3	1	0	-9	0	-6	9	1	4	3	0	1	7	-2	3	0	1	1	-7	-2	-3	-1	-3	1	0	-9
ABpraaapaad NA																																												
ABpraaapaav NA																																												
ABpraaapap 1	-2	-7	1	4	8	0	0	4	1	-5	-1	0	0	0	1	4	-4	-1	-6	2	3	-2	-2	-7	1	4	8	0	0	4	1	-5	-1	0	0	0	1	4	-4	-1	-6	2	3	-2
ABpraaapapa 1																			1			-1																			1			-1
ABpraaapapaa NA																																												
ABpraaapapap NA																																												
ABpraaapapp NA																																												
ABpraaapp 1	-1	-3	0	-2	1	2	0	-1	0	2	-1	-1	-2	3	1	-2	-1	1	-1	2	0	2	-1	-3	0	-2	1	2	0	-1	0	2	-1	-1	-2	3	1	-2	-1	1	-1	2	0	2
ABpraaappa 1	-2	-1	6	-2	-2	4	-2	-1	4	8	3	5	0	-2	2	-2	2	-5	-5	-7	-3	0	-2	-1	6	-2	-2	4	-2	-1	4	8	3	5	0	-2	2	-2	2	-5	-5	-7	-3	0
ABpraaappaa NA																																												
ABpraaappap NA																																												
ABpraaappp 1	0	-1	-1	2	-2	1	2	2	0	0	-1	4	1	-1	2	-4	-2	-3	1	1	1	0	0	-1	-1	2	-2	1	2	2	0	0	-1	4	1	-1	2	-4	-2	-3	1	1	1	0
ABpraaapppa 1		-3													12	-1	-3		-5	4	-1	-3		-3													12	-1	-3		-5	4	-1	-3
ABpraaapppaa NA																																												
ABpraaapppap NA																																												
ABpraaapppp 1		2													0	3	0	1	-2	-5	1	0		2													0	3	0	1	-2	-5	1	0
ABpraaappppa NA																																												
ABpraaappppp NA																																												
ABpraap 1	0	1	-2	-2	-1	1	-2	0	-3	-2	3	-1	-1	-1	1	1	2	2	1	0	2	0	0	1	-2	-2	-1	1	-2	0	-3	-2	3	-1	-1	-1	1	1	2	2	1	0	2	0
ABpraapa 1	2	0	-2	-4	-3	2	0	0	-2	-2	1	-1	-1	-1	3	3	0	2	-1	0	1	2	2	0	-2	-4	-3	2	0	0	-2	-2	1	-1	-1	-1	3	3	0	2	-1	0	1	2
ABpraapaa 1	0	-1	-2	-1	-3	1	1	0	1	-1	-1	0	1	1	3	1	-2	0	1	0	2	1	0	-1	-2	-1	-3	1	1	0	1	-1	-1	0	1	1	3	1	-2	0	1	0	2	1
ABpraapaaa 1	1	0	0	1	-3	3	-1	-2	4	-2	4	0	1	2	3	3	1	-8	-3	-2	3	-4	1	0	0	1	-3	3	-1	-2	4	-2	4	0	1	2	3	3	1	-8	-3	-2	3	-4
ABpraapaaaa NA																																												
ABpraapaaap NA																																												
ABpraapaap 1	-1	-1	5	4	-2	3	1	3	0	-1	-2	-3	-1	3	3	-2	0	-2	-2	0	0	-5	-1	-1	5	4	-2	3	1	3	0	-1	-2	-3	-1	3	3	-2	0	-2	-2	0	0	-5
ABpraapaapa NA																																												
ABpraapaapp NA																																												
ABpraapap 1	0	-2	2	-1	-3	-1	-1	-2	1	1	1	-2	-3	3	3	-1	-2	3	2	2	-1	3	0	-2	2	-1	-3	-1	-1	-2	1	1	1	-2	-3	3	3	-1	-2	3	2	2	-1	3
ABpraapapa 1	-2	-2	2	1	-4	4	0	-1	0	-4	-1	3	2	-3	-1	1	1	-2	7	1	-2	0	-2	-2	2	1	-4	4	0	-1	0	-4	-1	3	2	-3	-1	1	1	-2	7	1	-2	0
ABpraapapaa NA																																												
ABpraapapap NA																																												
ABpraapapp 1	4	1	1	0	-3	2	-2	2	2	-2	0	-1	1	2	-2	-2	0	0	-1	2	-3	0	4	1	1	0	-3	2	-2	2	2	-2	0	-1	1	2	-2	-2	0	0	-1	2	-3	0
ABpraapappa NA																																												
ABpraapappp 1																			-1		1	-1																			-1		1	-1
ABpraapapppa NA																																												
ABpraapapppp NA																																												
ABpraapp 1	0	0	-2	0	0	0	0	-2	-2	-2	2	-1	0	0	1	1	-1	2	-1	-1	1	2	0	0	-2	0	0	0	0	-2	-2	-2	2	-1	0	0	1	1	-1	2	-1	-1	1	2
ABpraappa 1	-3	-2	1	-1	4	1	0	-1	1	0	1	-3	-3	2	2	0	-2	4	1	1	-2	2	-3	-2	1	-1	4	1	0	-1	1	0	1	-3	-3	2	2	0	-2	4	1	1	-2	2
ABpraappaa NA																																												
ABpraappap NA																																												
ABpraappp 1	0	-1	0	-3	0	2	-1	-2	-2	-1	1	0	-1	0	1	1	-1	5	1	1	0	1	0	-1	0	-3	0	2	-1	-2	-2	-1	1	0	-1	0	1	1	-1	5	1	1	0	1
ABpraapppa NA																																												
ABpraapppp NA																																												
ABprap 1	1	0	-2	-2	1	-2	-1	0	-1	0	2	2	1	-1	0	-1	1	0	-2	-2	2	1	1	0	-2	-2	1	-2	-1	0	-1	0	2	2	1	-1	0	-1	1	0	-2	-2	2	1
ABprapa 1	2	-1	-2	0	1	-1	-2	0	-1	-2	2	1	0	0	1	1	1	2	1	-1	0	0	2	-1	-2	0	1	-1	-2	0	-1	-2	2	1	0	0	1	1	1	2	1	-1	0	0
ABprapaa 1	-3	3	3	-2	1	3	3	0	0	-2	-1	-1	-3	-2	2	0	-1	1	-1	-2	0	3	-3	3	3	-2	1	3	3	0	0	-2	-1	-1	-3	-2	2	0	-1	1	-1	-2	0	3
ABprapaaa 1	0	1	-1	-1	-1	3	0	0	-1	1	1	0	-2	1	3	-1	0	1	-3	-1	1	0	0	1	-1	-1	-1	3	0	0	-1	1	1	0	-2	1	3	-1	0	1	-3	-1	1	0
ABprapaaaa 1	3	2	0	-3	-2	-3	-5	1	7	0	-5	-2	-3	3	-2	0	0	2	4	-1	1	1	3	2	0	-3	-2	-3	-5	1	7	0	-5	-2	-3	3	-2	0	0	2	4	-1	1	1
ABprapaaaaa NA																																												
ABprapaaaap 1																					3	-3																					3	-3
ABprapaaaapa NA																																												
ABprapaaaapp NA																																												
ABprapaaap 1	-3	-3	5	-2	-1	-2	-2	3	2	-6	-2	-1	-1	6	3	2	-5	-2	8	0	-5	6	-3	-3	5	-2	-1	-2	-2	3	2	-6	-2	-1	-1	6	3	2	-5	-2	8	0	-5	6
ABprapaaapa NA																																												
ABprapaaapad NA																																												
ABprapaaapav NA																																												
ABprapaaapp NA																																												
ABprapaap 1	-1	-1	-4	-2	0	0	-2	-1	-2	0	1	6	-2	-1	2	0	1	5	-1	4	-2	0	-1	-1	-4	-2	0	0	-2	-1	-2	0	1	6	-2	-1	2	0	1	5	-1	4	-2	0
ABprapaapa NA																																												
ABprapaapp NA																																												
ABprapap 1	1	1	0	-1	1	1	3	1	-1	-1	0	-2	-1	-1	0	-2	1	1	-1	-1	0	1	1	1	0	-1	1	1	3	1	-1	-1	0	-2	-1	-1	0	-2	1	1	-1	-1	0	1
ABprapapa 1	1	0	0	-3	-1	-1	2	-4	-1	-3	3	0	-1	1	2	1	-1	3	3	0	0	-1	1	0	0	-3	-1	-1	2	-4	-1	-3	3	0	-1	1	2	1	-1	3	3	0	0	-1
ABprapapaa NA																																												
ABprapapaaa NA																																												
ABprapapaap NA																																												
ABprapapap NA																																												
ABprapapp 1	-1	0	0	-1	0	1	2	-2	0	-1	2	0	0	1	0	-1	1	1	-1	1	1	-2	-1	0	0	-1	0	1	2	-2	0	-1	2	0	0	1	0	-1	1	1	-1	1	1	-2
ABprapappa NA																																												
ABprapappp 1	6	-6	-2	5	0	-1	0	5	-1	0	1	2	1	11	0	-5	-1	-2	-4	-2	-4	-4	6	-6	-2	5	0	-1	0	5	-1	0	1	2	1	11	0	-5	-1	-2	-4	-2	-4	-4
ABprapapppa NA																																												
ABprapapppp 1																					4	-4																					4	-4
ABprapappppa NA																																												
ABprapappppaa NA																																												
ABprapappppap NA																																												
ABprapappppp NA																																												
ABprapp 1	3	0	-1	-1	0	0	-1	-1	0	-3	2	-2	1	0	0	0	2	0	-1	-1	0	1	3	0	-1	-1	0	0	-1	-1	0	-3	2	-2	1	0	0	0	2	0	-1	-1	0	1
ABprappa 1	2	0	-1	-3	1	2	2	-1	-3	-1	2	-1	-2	-2	-1	-2	-1	3	3	-1	2	2	2	0	-1	-3	1	2	2	-1	-3	-1	2	-1	-2	-2	-1	-2	-1	3	3	-1	2	2
ABprappaa 1	-1	-3	-1	-3	2	2	0	-1	-1	-3	3	-1	0	3	2	2	0	0	-1	1	-1	0	-1	-3	-1	-3	2	2	0	-1	-1	-3	3	-1	0	3	2	2	0	0	-1	1	-1	0
ABprappaaa NA																																												
ABprappaap NA																																												
ABprappap 1	-2	-1	0	-1	1	-1	3	-3	-1	-1	4	-2	1	5	-1	-1	-1	0	0	0	0	-1	-2	-1	0	-1	1	-1	3	-3	-1	-1	4	-2	1	5	-1	-1	-1	0	0	0	0	-1
ABprappapa NA																																												
ABprappapp NA																																												
ABprappp 1	2	0	0	-3	-1	1	0	1	-1	0	0	1	-2	-1	2	0	-1	1	-2	1	2	0	2	0	0	-3	-1	1	0	1	-1	0	0	1	-2	-1	2	0	-1	1	-2	1	2	0
ABprapppa 1	4	-3	-2	-3	-1	2	2	-1	-1	-2	1	1	-3	-2	0	1	0	1	1	1	3	2	4	-3	-2	-3	-1	2	2	-1	-1	-2	1	1	-3	-2	0	1	0	1	1	1	3	2
