"Cells","CellNames.Cells.","CellTimes.Cells.","CCDefectCount.Cells.","PosDefectCount.Cells.","AngDefectCount.Cells.","cellObservedCounts.Cells.","divObservedCounts.Cells.","ExpPeak.Cells.","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","theseMaxMean.Cells.","theseMeanMean.Cells."
"MSaapapaa","g2L",351,0,0,0,7,0,-78,1805,-265,426,-41,-9,1.84413828492381,1.08956442462837
"MSaapapap","death",351,0,0,0,7,0,-78,1805,-265,426,-41,-9,2.18849710288724,1.09578875186475
"MSaapapp",NA,231,0,0,0,22,0,-83,1805,-265,426,-34,-32,2.64885333349883,1.5004387790589
"MSaapappa","m6VL",295,0,0,0,22,0,-83,1805,-265,426,-34,-32,2.83246651055426,1.43741455375976
"MSaapappp","vpi2DL",295,0,0,0,22,0,-83,1805,-265,426,-34,-32,2.49378121349686,1.3881059586516
"MSaapp",NA,145,0,0,0,22,0,-59,1084,-186,441,11,-14,3.45428451435028,2.11720594525698
"MSaappa",NA,189,0,0,0,22,0,815,2197,-159,441,11,-14,3.21711319269505,1.74295847707409
"MSaappaa","vpi2V",276,0,0,0,22,0,815,2197,-59,441,11,-14,2.31349240735668,1.28984704183368
"MSaappap","vpi3V",276,0,0,0,22,0,815,2197,-25,441,11,-14,2.34129122574743,1.26350473982498
"MSaappp",NA,189,1,0,0,22,0,1251,2223,-186,441,11,60,2.98673739309583,1.64838368058063
"MSaapppa",NA,266,0,0,0,22,0,1251,2223,-186,441,43,60,2.71670814523963,1.62425170356288
"MSaapppaa","mu_bod",351,0,0,0,7,0,1251,2223,-186,441,43,60,1.60456864909046,0.849614666395092
"MSaapppap","mu_bod",351,0,0,0,7,0,1251,2223,-186,441,43,60,1.57840122936775,0.955448516553499
"MSaapppp",NA,266,0,1,0,22,0,1251,2223,-186,441,11,60,2.71445123630819,1.56879316167936
"MSaappppa","mu_bod",400,0,0,0,NA,0,1251,2223,-186,441,11,60,NA,NA
"MSaappppp","mu_bod",400,0,0,0,NA,0,1251,2223,-186,441,11,60,NA,NA
"MSap",NA,85,0,0,0,22,0,-83,-241,-463,-49,-57,-50,3.63887387710254,2.32279314484445
"MSapa",NA,116,0,0,0,22,0,-83,-94,-411,-36,-57,-50,3.62810166239393,2.39024617100504
"MSapaa",NA,149,0,0,0,22,0,-67,-20,-411,29,-57,-50,3.3100756553236,2.01637776079919
"MSapaaa",NA,189,0,0,0,22,0,-67,-20,-207,29,-57,-50,2.36285810146815,1.35681289098516
"MSapaaaa",NA,239,0,0,0,22,0,-67,-20,5226,29,-51,-50,3.26423103655696,1.60756857344713
"MSapaaaad","GLRL",400,0,0,0,NA,0,-67,-20,5226,29,-51,-50,NA,NA
"MSapaaaav","GLRVL",400,0,0,0,NA,0,-67,-20,5226,29,-51,-50,NA,NA
"MSapaaap","mu_bod",239,0,0,0,22,0,-66,-20,4680,29,-57,-50,3.45815676147118,1.55843516591799
"MSapaap",NA,189,0,0,0,22,0,-67,-20,-383,29,-57,-50,2.66171777870117,1.45728277031549
"MSapaapa","death",261,0,0,0,22,0,-67,-20,-220,29,-57,-50,3.99950680565341,2.03075024382872
"MSapaapp","M",261,0,0,0,22,0,-67,-20,-147,29,-57,-50,3.91238994896626,2.05303719233342
"MSapap",NA,149,0,0,0,22,0,-75,-80,-322,11,-57,-50,3.28678484868319,1.9972554027177
"MSapapa",NA,189,0,0,0,22,0,-75,-80,-317,11,-57,-41,2.61931953704552,1.56926737647879
"MSapapaa",NA,239,0,0,0,22,0,-75,-80,-317,11,-57,-41,3.59630624930941,1.72206662953385
"MSapapaaa","ccAL",400,0,0,0,NA,0,-75,-80,-317,11,-57,-41,NA,NA
"MSapapaap","ccPL",400,0,0,0,NA,0,-75,-80,-317,11,-57,-41,NA,NA
"MSapapap","mu_bod",239,0,0,0,22,0,-75,-80,-171,11,-57,-41,3.04276635672475,1.46130473838104
"MSapapp",NA,189,0,0,0,22,0,-53,-80,-322,11,-57,-50,2.93059514898431,1.70002712326995
"MSapappa","mu_bod",249,0,0,0,22,0,-53,-76,-322,11,-57,-50,3.28318994555359,1.8348936675193
"MSapappp","mu_bod",249,0,0,0,22,0,-3,-67,-322,11,-57,-50,3.21336820710709,1.80724018739532
"MSapp",NA,116,0,0,0,22,0,-83,-154,-386,-18,-57,-35,3.63864310077744,2.26350726591347
"MSappa",NA,150,0,0,0,22,0,-83,-36,-301,25,-57,-35,3.86000120060208,2.3401395156948
"MSappaa",NA,196,0,0,0,22,0,-78,-36,-142,31,-57,-35,2.74251301557975,1.54279947842313
"MSappaaa","hmc",263,0,0,0,22,0,-78,-36,-142,31,-57,-35,4.18932040622751,1.81498419332524
"MSappaap","Z4",263,0,0,0,22,0,-78,-36,-142,31,-57,-35,3.39548533077031,1.82421666851516
"MSappap",NA,196,0,0,0,22,0,-65,-36,-187,25,-57,-35,2.60285912466015,1.47106325889542
"MSappapa","death",273,0,0,0,22,0,-65,-36,225,25,-57,-35,4.65862672544143,2.2421177130047
"MSappapp","mu_bod",273,0,0,0,22,0,-65,-36,-149,30,-57,-35,2.68753235808545,1.41985991980113
"MSappp",NA,150,0,0,0,22,0,-66,-39,-231,30,-57,-35,4.16778803464143,2.35303619661852
"MSapppa",NA,200,0,0,0,22,0,-66,-39,-231,30,-57,-35,3.02379100007104,1.77000063632284
"MSapppaa","mu_bod",260,0,0,0,22,0,-66,-39,-109,30,-57,-5,2.86688749763812,1.55840723717812
"MSapppap","mu_bod",260,0,0,0,22,0,-66,-39,-231,57,-57,146,3.20982724693792,1.69421052878638
"MSapppp",NA,200,0,0,0,22,0,-39,-39,-231,30,-57,-35,3.25758182521862,1.90822764063446
"MSappppa","mu_bod",265,0,0,0,22,0,-39,-39,-231,30,-57,-35,3.29889602214251,1.92680781930428
"MSappppp","mu_bod",265,0,0,0,22,0,-39,-39,-231,30,-57,-35,3.03718881688279,1.82872184973755
"MSp",NA,62,0,0,0,22,0,-83,-239,-375,-49,-48,-50,3.2039004878289,2.01538564340001
"MSpa",NA,85,0,0,0,22,0,-83,-239,-135,-49,-38,-43,3.19812142233755,2.21128814471574
"MSpaa",NA,113,0,0,0,22,0,-83,29,-135,-49,-33,-43,3.80825268222849,2.47456208499016
"MSpaaa",NA,146,0,0,0,22,0,-83,173,-135,-49,-33,-43,3.4804344963808,2.0435695209653
"MSpaaaa",NA,180,0,0,0,22,0,-83,173,-135,-49,-33,-43,2.74410713104194,1.66387246351666
"MSpaaaaa",NA,222,0,0,0,22,0,-83,173,-135,-49,-33,-43,3.03613393303048,1.58129136882106
"MSpaaaaaa","M4",320,0,0,0,21,0,-83,173,-135,-49,-33,-43,2.49012116941938,1.65678681857141
"MSpaaaaap","death",320,0,0,0,21,0,-83,173,-135,-49,-33,-43,2.51381355341664,1.6294844434821
"MSpaaaap",NA,222,0,0,0,22,0,-83,173,-135,-49,-33,-43,2.56758590706911,1.4909062260975
"MSpaaaapa","m3DR",278,0,0,0,22,0,-83,197,-135,-49,-33,-43,2.64461956639075,1.55363976037572
"MSpaaaapp","m4DR",278,0,0,0,22,0,-83,173,-135,-49,-33,-43,2.6823909662278,1.52820472054957
"MSpaaap",NA,180,0,0,0,22,0,-30,173,-135,-49,-33,-43,2.88230847796625,1.56552290618307
"MSpaaapa",NA,225,0,0,0,22,0,-30,173,-135,-49,-33,-43,2.81434547008076,1.56158610564492
"MSpaaapaa","I6",311,0,0,0,22,0,-30,173,-135,-49,-33,-43,2.30826378927882,1.52624204186487
"MSpaaapap","M5",311,0,0,0,22,0,-30,173,-135,-49,-33,-43,2.22026475440103,1.38065763753836
"MSpaaapp",NA,225,0,0,0,22,0,-12,173,-135,-49,-33,-43,2.50542381795989,1.32408988972738
"MSpaaappa","m5DR",281,0,0,0,22,0,-12,173,-135,-49,-33,-43,2.74527353353997,1.5766588208191
"MSpaaappp","m6D",281,0,0,0,22,0,-12,173,-135,-49,-33,-43,2.33406165813485,1.36107317324206
"MSpaap",NA,146,0,0,0,22,0,-83,151,-135,-49,-30,-43,3.76953161732897,2.2479190691666
"MSpaapa",NA,187,0,0,0,22,0,-83,587,-135,-49,-30,-34,2.8569649589598,1.64981898620396
"MSpaapaa",NA,231,0,0,0,22,0,-83,915,-135,-49,-30,9,2.79755866477385,1.60654430689137
"MSpaapaaa","M1",319,0,0,0,22,0,-83,915,-135,33,-30,9,2.12713997821355,1.31487364600674
"MSpaapaap","death",319,0,0,0,22,0,-83,915,-135,-49,-30,9,2.58743103604714,1.63061685837766
"MSpaapap",NA,231,0,0,0,22,0,-83,1121,-135,-49,-27,-34,2.44889532237233,1.35711942854282
"MSpaapapa","mc3DR",291,0,0,0,22,0,-83,1121,-135,-49,-27,-34,2.65978112258457,1.54566531272863
"MSpaapapp","vpi1",291,0,0,0,22,0,-83,1121,6,-49,-27,-34,2.46418437466929,1.35692103303274
"MSpaapp","death",187,0,0,0,22,0,-83,152,11,-35,-30,4,4.70499062320904,2.64297962674497
"MSpap",NA,113,0,0,0,22,0,-83,-185,-135,-49,-34,-35,3.67051373491563,2.46272777714553
"MSpapa",NA,146,0,0,0,22,0,-83,669,-135,-49,-25,-35,3.93375915130671,2.47470949411886
"MSpapaa",NA,180,0,0,0,22,0,-83,1328,-95,-49,-25,-27,2.73452555217018,1.52212123166354
"MSpapaaa",NA,222,0,0,0,22,0,-83,1328,-95,-49,17,-27,2.348060653272,1.37666207909959
"MSpapaaaa","m4VR",283,0,0,0,22,0,-83,1328,-95,-21,17,-27,2.58254712743317,1.42654484681807
"MSpapaaap","m5VR",283,0,0,0,22,0,-83,1328,-41,-49,17,-27,2.35327942366924,1.35324367997958
"MSpapaap",NA,222,0,0,0,22,0,-83,1328,-95,-49,-18,-27,2.8283268839512,1.60229714871853
"MSpapaapa",NA,277,0,0,0,22,0,-83,1328,-95,-49,-18,-27,2.69980234581836,1.52215843388141
"MSpapaapaa","g1AR",400,0,0,0,NA,0,-83,1328,-95,-49,-18,-27,NA,NA
"MSpapaapap","death",400,0,0,0,NA,0,-83,1328,-95,-49,-18,-27,NA,NA
"MSpapaapp","m7VR",277,0,0,0,22,0,-83,1328,-95,-49,-18,-27,2.6400685531674,1.28967055241931
"MSpapap",NA,180,0,0,0,22,0,-83,1245,-135,-49,-10,-29,3.30057578592288,1.80869977639316
"MSpapapa",NA,231,0,0,0,22,0,-68,1245,-135,-49,-10,-29,3.10746916639876,1.62744528057426
"MSpapapaa","g2R",343,0,0,0,11,0,-68,1245,-135,-49,-10,-29,1.88491725060499,1.26388717370022
"MSpapapap","death",343,0,0,0,11,0,-68,1245,-135,-49,-10,-29,1.85502975060348,1.3158566868072
"MSpapapp",NA,231,0,0,0,22,0,-83,1245,-135,-49,43,-29,2.74468490174846,1.4856230075013
"MSpapappa","m6VR",295,0,0,0,22,0,-83,1245,70,-49,43,-29,2.81591482530857,1.44236435185962
"MSpapappp","vpi2DR",295,0,0,0,22,0,-83,1245,-135,-49,43,-29,2.45856471486673,1.29714609798351
"MSpapp",NA,146,0,0,0,22,0,-83,990,-135,-49,-12,-31,3.77518023737329,2.28172674759322
"MSpappa",NA,189,0,0,0,22,0,557,990,-114,-49,-12,-31,3.69521510765071,1.99334416292099
"MSpappaa","mu_bod",279,0,0,0,22,0,557,990,216,-49,-12,-31,2.84543779395446,1.65404498291792
"MSpappap","mu_bod",279,0,0,0,22,0,557,990,-114,-49,-12,-31,2.72193096380334,1.45178982581403
"MSpappp",NA,189,0,0,0,22,0,729,1289,-135,-49,-12,87,3.10922205620024,1.72810876390276
"MSpapppa",NA,263,0,0,0,22,0,729,1289,-135,-49,-12,87,2.81864037999047,1.55001412940591
"MSpapppaa","mu_bod",348,0,0,0,8,0,729,1289,-135,-49,-12,87,1.81936055475254,1.12821365092034
"MSpapppap","mu_bod",348,0,0,0,8,0,729,1289,-135,-49,-12,87,1.87510130984776,1.27790535604244
"MSpapppp",NA,263,0,0,0,22,0,729,1289,-135,-49,-12,87,2.92203587197099,1.69538637336299
"MSpappppa","mu_bod",400,0,0,0,NA,0,729,1289,-135,-49,-12,87,NA,NA
"MSpappppp","mu_bod",400,0,0,0,NA,0,729,1289,-135,-49,-12,87,NA,NA
"MSpp",NA,85,0,0,0,22,0,-83,-239,-145,-49,-27,-35,3.70331430205094,2.25067277609962
"MSppa",NA,116,0,0,0,22,0,-83,-147,-145,-49,-22,-35,3.64435817350574,2.36468849731651
"MSppaa",NA,150,0,0,0,22,0,-83,-147,-145,-49,-22,-35,4.19092188351099,2.35401662587181
"MSppaaa",NA,190,0,0,0,22,0,-83,-90,-145,-49,-22,-35,2.94381443889103,1.78625245600163
"MSppaaaa",NA,238,0,0,0,22,0,-83,-74,4050,-49,-22,-35,3.60276505401473,1.76088571932833
"MSppaaaad","GLRR",400,0,0,0,NA,0,-83,-74,4050,-49,-22,-35,NA,NA
"MSppaaaav","GLRVR",400,0,0,0,NA,0,-83,-74,4050,-49,-22,-35,NA,NA
"MSppaaap","mu_bod",238,0,0,0,22,0,-83,-90,3357,-49,-22,-18,3.03871426355028,1.47217933844456
"MSppaap",NA,190,0,0,0,22,0,-83,-126,-145,-49,-22,-35,3.07438336945434,1.58969865627132
"MSppaapa","death",263,0,0,0,22,0,-83,-126,-145,-43,-22,-35,5.09860445300888,2.19566168149168
"MSppaapp","mu_int_R",263,0,0,0,22,0,-83,-126,-88,-36,-22,-35,3.80241496687796,1.7624140883791
"MSppap",NA,150,0,0,0,22,0,-83,-115,-145,-49,-22,-24,3.71860355020303,2.15389919444009
"MSppapa",NA,189,0,0,0,22,0,-80,-115,-145,-49,-22,-24,2.8335664112058,1.59470049322438
"MSppapaa",NA,238,0,0,0,22,0,-60,-106,-145,-49,-22,-24,3.18347705988692,1.59689138365561
"MSppapaaa","ccAR",400,0,0,0,NA,0,-60,-106,-145,-49,-22,-24,NA,NA
"MSppapaap","ccPR",400,0,0,0,NA,0,-60,-106,-145,-49,-22,-24,NA,NA
"MSppapap","mu_bod",238,0,0,0,22,0,-80,-115,-145,-49,-22,-24,3.12708474998567,1.52907378646563
"MSppapp",NA,189,0,0,0,22,0,-57,-115,-145,-49,-22,-24,3.03961916992199,1.64092408043916
"MSppappa","mu_bod",248,0,0,0,22,0,46,-115,-145,-49,63,-24,2.88608368753481,1.42906730302146
"MSppappp","mu_bod",248,0,0,0,22,0,-57,-115,-145,-49,-22,-24,2.93485987051015,1.48267041822402
"MSppp",NA,116,0,0,0,22,0,-83,-223,-145,-49,-27,-35,3.54884655514456,2.25558827471965
"MSpppa",NA,150,0,0,0,22,0,-83,-88,-145,-49,-26,-35,3.98263733126846,2.38334861502631
"MSpppaa",NA,194,0,0,0,22,0,-83,-88,-145,-49,-26,-35,2.91811995810643,1.60967370630542
"MSpppaaa","death",261,0,0,0,22,0,329,-88,-145,-49,-26,-35,5.17028443531936,2.44142781875605
"MSpppaap","Z1",261,0,1,0,22,0,-83,-88,-145,-49,-26,-35,4.28402253667174,2.19114965616549
"MSpppap",NA,194,0,0,0,22,0,-83,-88,-145,-44,-26,-35,2.84760793075835,1.55487036442655
"MSpppapa","death",268,0,0,0,22,0,-83,-88,-53,-43,-26,-35,2.73868920238524,1.47470716150179
"MSpppapp","mu_bod",268,1,0,0,22,0,-83,-88,41,-44,-26,-35,3.08150967011585,1.64159298812239
"MSpppappa",NA,NA,0,0,0,NA,0,-83,-88,41,-44,-26,-35,NA,NA
"MSpppappp",NA,NA,0,0,0,NA,0,-83,-88,41,-44,-26,-35,NA,NA
"MSpppp",NA,150,0,0,0,22,0,-83,-119,-145,-49,-27,-35,4.02481526812015,2.38517967546406
"MSppppa",NA,200,0,0,0,22,0,-83,-115,-145,-45,-27,-35,2.97057572411097,1.75003226111221
"MSppppaa","mu_bod",261,0,0,0,22,0,-83,-115,-4,-45,-27,-35,2.94410417672976,1.55662624679963
"MSppppap","mu_bod",261,0,0,0,22,0,39,-115,-145,-45,-27,-6,2.66688571477042,1.38028544965951
"MSppppp",NA,200,0,0,0,22,0,-83,-119,-145,-49,-27,-35,3.21964935748544,1.80826057602658
"MSpppppa","mu_bod",266,0,0,0,22,0,-83,-119,-145,-49,-27,-35,3.26385921900077,1.81754451339634
"MSpppppp","mu_bod",266,0,0,0,22,0,-83,-119,-145,-49,-27,-35,3.33529301517708,1.94748464616174
"P",NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"P0",NA,NA,0,0,0,1,21,-83,NA,NA,NA,NA,NA,0,0
"P1",NA,3,0,0,0,6,0,-83,NA,-598,NA,NA,-50,3.92045432902387,2.31015787974567
"P2",NA,23,0,0,0,21,22,-83,NA,-598,-110,-129,-50,4.04903469881945,2.66526855945679
"P3",NA,49,0,0,0,22,21,-83,-198,-598,-110,-117,-50,4.71319450004619,2.87156427187194
"P4",NA,75,0,0,0,22,0,-83,-198,-582,-110,-70,-50,4.81809128175999,2.83088614215673
"Z2","Z2",142,0,0,0,22,0,-83,-198,-301,-96,-47,-50,4.63208429683895,2.27967429956276
"Z3","Z3",142,0,1,0,22,0,-83,-198,-238,-106,-28,-50,4.7889090433157,2.20655876734265
